apartment_0_00000 0 1 2 0.03582279388895905 0.02598240694300328
apartment_0_00020 0 1 2 0.04050223694792485 0.022491509719741162
apartment_0_00020 0 1 3 0.04050223694792485 0.1052896297182343
apartment_0_00020 0 1 4 0.04050223694792485 -0.06158725079703074
apartment_0_00021 0 1 2 0.04050223694792485 0.022491509719741162
apartment_0_00021 0 1 3 0.04050223694792485 0.1052896297182343
apartment_0_00021 0 1 4 0.04050223694792485 -0.06158725079703074
apartment_0_00022 0 1 2 0.04050223694792485 0.022491509719741162
apartment_0_00022 0 1 3 0.04050223694792485 0.1052896297182343
apartment_0_00022 0 1 4 0.04050223694792485 -0.06158725079703074
apartment_0_00023 0 1 2 0.04050223694792485 0.022491509719741162
apartment_0_00023 0 1 3 0.04050223694792485 0.1052896297182343
apartment_0_00023 0 1 4 0.04050223694792485 -0.06158725079703074
apartment_0_00024 0 1 2 0.04050223694792485 0.022491509719741162
apartment_0_00024 0 1 3 0.04050223694792485 0.1052896297182343
apartment_0_00024 0 1 4 0.04050223694792485 -0.06158725079703074
apartment_0_00025 0 1 2 0.04050223694792485 0.022491509719741162
apartment_0_00025 0 1 3 0.04050223694792485 0.1052896297182343
apartment_0_00025 0 1 4 0.04050223694792485 -0.06158725079703074
apartment_0_00030 0 1 2 0.07251245037600593 0.04168633515363409
apartment_0_00030 0 1 3 0.07251245037600593 0.09417600225724196
apartment_0_00030 0 1 4 0.07251245037600593 -0.09245885361030465
apartment_0_00031 0 1 2 0.07251245037600593 0.04168633515363409
apartment_0_00031 0 1 3 0.07251245037600593 0.09417600225724196
apartment_0_00031 0 1 4 0.07251245037600593 -0.09245885361030465
apartment_0_00032 0 1 2 0.07251245037600593 0.04168633515363409
apartment_0_00032 0 1 3 0.07251245037600593 0.09417600225724196
apartment_0_00032 0 1 4 0.07251245037600593 -0.09245885361030465
apartment_0_00033 0 1 2 0.07251245037600593 0.04168633515363409
apartment_0_00033 0 1 3 0.07251245037600593 0.09417600225724196
apartment_0_00033 0 1 4 0.07251245037600593 -0.09245885361030465
apartment_0_00034 0 1 2 0.07251245037600593 0.04168633515363409
apartment_0_00034 0 1 3 0.07251245037600593 0.09417600225724196
apartment_0_00034 0 1 4 0.07251245037600593 -0.09245885361030465
apartment_0_00035 0 1 2 0.07251245037600593 0.04168633515363409
apartment_0_00035 0 1 3 0.07251245037600593 0.09417600225724196
apartment_0_00035 0 1 4 0.07251245037600593 -0.09245885361030465
apartment_0_00040 0 1 2 0.08617433819442763 0.03872147233671519
apartment_0_00040 0 1 3 0.08617433819442763 0.10989138209551333
apartment_0_00040 0 1 4 0.08617433819442763 -0.14905659779478803
apartment_0_00041 0 1 2 0.08617433819442763 0.03872147233671519
apartment_0_00041 0 1 3 0.08617433819442763 0.10989138209551333
apartment_0_00041 0 1 4 0.08617433819442763 -0.14905659779478803
apartment_0_00042 0 1 2 0.08617433819442763 0.03872147233671519
apartment_0_00042 0 1 3 0.08617433819442763 0.10989138209551333
apartment_0_00042 0 1 4 0.08617433819442763 -0.14905659779478803
apartment_0_00043 0 1 2 0.08617433819442763 0.03872147233671519
apartment_0_00043 0 1 3 0.08617433819442763 0.10989138209551333
apartment_0_00043 0 1 4 0.08617433819442763 -0.14905659779478803
apartment_0_00044 0 1 2 0.08617433819442763 0.03872147233671519
apartment_0_00044 0 1 3 0.08617433819442763 0.10989138209551333
apartment_0_00044 0 1 4 0.08617433819442763 -0.14905659779478803
apartment_0_00045 0 1 2 0.08617433819442763 0.03872147233671519
apartment_0_00045 0 1 3 0.08617433819442763 0.10989138209551333
apartment_0_00045 0 1 4 0.08617433819442763 -0.14905659779478803
apartment_0_00050 0 1 2 0.06649040892377985 0.026739716777913706
apartment_0_00050 0 1 3 0.06649040892377985 0.1554766781421893
apartment_0_00050 0 1 4 0.06649040892377985 -0.1243388008469821
apartment_0_00051 0 1 2 0.06649040892377985 0.026739716777913706
apartment_0_00051 0 1 3 0.06649040892377985 0.1554766781421893
apartment_0_00051 0 1 4 0.06649040892377985 -0.1243388008469821
apartment_0_00052 0 1 2 0.06649040892377985 0.026739716777913706
apartment_0_00052 0 1 3 0.06649040892377985 0.1554766781421893
apartment_0_00052 0 1 4 0.06649040892377985 -0.1243388008469821
apartment_0_00053 0 1 2 0.06649040892377985 0.026739716777913706
apartment_0_00053 0 1 3 0.06649040892377985 0.1554766781421893
apartment_0_00053 0 1 4 0.06649040892377985 -0.1243388008469821
apartment_0_00054 0 1 2 0.06649040892377985 0.026739716777913706
apartment_0_00054 0 1 3 0.06649040892377985 0.1554766781421893
apartment_0_00054 0 1 4 0.06649040892377985 -0.1243388008469821
apartment_0_00055 0 1 2 0.06649040892377985 0.026739716777913706
apartment_0_00055 0 1 3 0.06649040892377985 0.1554766781421893
apartment_0_00055 0 1 4 0.06649040892377985 -0.1243388008469821
apartment_0_00060 0 1 2 0.07661920951376329 0.022075724031981436
apartment_0_00060 0 1 3 0.07661920951376329 0.16855286928044771
apartment_0_00060 0 1 4 0.07661920951376329 -0.14639226617463985
apartment_0_00061 0 1 2 0.07661920951376329 0.022075724031981436
apartment_0_00061 0 1 3 0.07661920951376329 0.16855286928044771
apartment_0_00061 0 1 4 0.07661920951376329 -0.14639226617463985
apartment_0_00062 0 1 2 0.07661920951376329 0.022075724031981436
apartment_0_00062 0 1 3 0.07661920951376329 0.16855286928044771
apartment_0_00062 0 1 4 0.07661920951376329 -0.14639226617463985
apartment_0_00063 0 1 2 0.07661920951376329 0.022075724031981436
apartment_0_00063 0 1 3 0.07661920951376329 0.16855286928044771
apartment_0_00063 0 1 4 0.07661920951376329 -0.14639226617463985
apartment_0_00064 0 1 2 0.07661920951376329 0.022075724031981436
apartment_0_00064 0 1 3 0.07661920951376329 0.16855286928044771
apartment_0_00064 0 1 4 0.07661920951376329 -0.14639226617463985
apartment_0_00065 0 1 2 0.07661920951376329 0.022075724031981436
apartment_0_00065 0 1 3 0.07661920951376329 0.16855286928044771
apartment_0_00065 0 1 4 0.07661920951376329 -0.14639226617463985
apartment_0_00070 0 1 2 0.10256398574674032 0.026007081594886152
apartment_0_00070 0 1 3 0.10256398574674032 0.16122690899142705
apartment_0_00070 0 1 4 0.10256398574674032 -0.1602712561575206
apartment_0_00071 0 1 2 0.10256398574674032 0.026007081594886152
apartment_0_00071 0 1 3 0.10256398574674032 0.16122690899142705
apartment_0_00071 0 1 4 0.10256398574674032 -0.1602712561575206
apartment_0_00072 0 1 2 0.10256398574674032 0.026007081594886152
apartment_0_00072 0 1 3 0.10256398574674032 0.16122690899142705
apartment_0_00072 0 1 4 0.10256398574674032 -0.1602712561575206
apartment_0_00073 0 1 2 0.10256398574674032 0.026007081594886152
apartment_0_00073 0 1 3 0.10256398574674032 0.16122690899142705
apartment_0_00073 0 1 4 0.10256398574674032 -0.1602712561575206
apartment_0_00074 0 1 2 0.10256398574674032 0.026007081594886152
apartment_0_00074 0 1 3 0.10256398574674032 0.16122690899142705
apartment_0_00074 0 1 4 0.10256398574674032 -0.1602712561575206
apartment_0_00075 0 1 2 0.10256398574674032 0.026007081594886152
apartment_0_00075 0 1 3 0.10256398574674032 0.16122690899142705
apartment_0_00075 0 1 4 0.10256398574674032 -0.1602712561575206
apartment_0_00080 0 1 2 0.07715034542029181 0.04336179912957506
apartment_0_00080 0 1 3 0.07715034542029181 0.12161608992366103
apartment_0_00080 0 1 4 0.07715034542029181 -0.16977565058746358
apartment_0_00081 0 1 2 0.07715034542029181 0.04336179912957506
apartment_0_00081 0 1 3 0.07715034542029181 0.12161608992366103
apartment_0_00081 0 1 4 0.07715034542029181 -0.16977565058746358
apartment_0_00082 0 1 2 0.07715034542029181 0.04336179912957506
apartment_0_00082 0 1 3 0.07715034542029181 0.12161608992366103
apartment_0_00082 0 1 4 0.07715034542029181 -0.16977565058746358
apartment_0_00083 0 1 2 0.07715034542029181 0.04336179912957506
apartment_0_00083 0 1 3 0.07715034542029181 0.12161608992366103
apartment_0_00083 0 1 4 0.07715034542029181 -0.16977565058746358
apartment_0_00084 0 1 2 0.07715034542029181 0.04336179912957506
apartment_0_00084 0 1 3 0.07715034542029181 0.12161608992366103
apartment_0_00084 0 1 4 0.07715034542029181 -0.16977565058746358
apartment_0_00085 0 1 2 0.07715034542029181 0.04336179912957506
apartment_0_00085 0 1 3 0.07715034542029181 0.12161608992366103
apartment_0_00085 0 1 4 0.07715034542029181 -0.16977565058746358
apartment_0_00090 0 1 2 0.1128560473203727 0.06776019178200746
apartment_0_00090 0 1 3 0.1128560473203727 0.11698227279409354
apartment_0_00090 0 1 4 0.1128560473203727 -0.15814611568219694
apartment_0_00091 0 1 2 0.1128560473203727 0.06776019178200746
apartment_0_00091 0 1 3 0.1128560473203727 0.11698227279409354
apartment_0_00091 0 1 4 0.1128560473203727 -0.15814611568219694
apartment_0_00092 0 1 2 0.1128560473203727 0.06776019178200746
apartment_0_00092 0 1 3 0.1128560473203727 0.11698227279409354
apartment_0_00092 0 1 4 0.1128560473203727 -0.15814611568219694
apartment_0_00093 0 1 2 0.1128560473203727 0.06776019178200746
apartment_0_00093 0 1 3 0.1128560473203727 0.11698227279409354
apartment_0_00093 0 1 4 0.1128560473203727 -0.15814611568219694
apartment_0_00094 0 1 2 0.1128560473203727 0.06776019178200746
apartment_0_00094 0 1 3 0.1128560473203727 0.11698227279409354
apartment_0_00094 0 1 4 0.1128560473203727 -0.15814611568219694
apartment_0_00095 0 1 2 0.1128560473203727 0.06776019178200746
apartment_0_00095 0 1 3 0.1128560473203727 0.11698227279409354
apartment_0_00095 0 1 4 0.1128560473203727 -0.15814611568219694
apartment_0_00100 0 1 2 0.049701805560614196 0.027748143426444792
apartment_0_00100 0 1 3 0.049701805560614196 0.15035735784758292
apartment_0_00100 0 1 4 0.049701805560614196 -0.11647195545415148
apartment_0_00101 0 1 2 0.049701805560614196 0.027748143426444792
apartment_0_00101 0 1 3 0.049701805560614196 0.15035735784758292
apartment_0_00101 0 1 4 0.049701805560614196 -0.11647195545415148
apartment_0_00102 0 1 2 0.049701805560614196 0.027748143426444792
apartment_0_00102 0 1 3 0.049701805560614196 0.15035735784758292
apartment_0_00102 0 1 4 0.049701805560614196 -0.11647195545415148
apartment_0_00103 0 1 2 0.049701805560614196 0.027748143426444792
apartment_0_00103 0 1 3 0.049701805560614196 0.15035735784758292
apartment_0_00103 0 1 4 0.049701805560614196 -0.11647195545415148
apartment_0_00104 0 1 2 0.049701805560614196 0.027748143426444792
apartment_0_00104 0 1 3 0.049701805560614196 0.15035735784758292
apartment_0_00104 0 1 4 0.049701805560614196 -0.11647195545415148
apartment_0_00105 0 1 2 0.049701805560614196 0.027748143426444792
apartment_0_00105 0 1 3 0.049701805560614196 0.15035735784758292
apartment_0_00105 0 1 4 0.049701805560614196 -0.11647195545415148
apartment_0_00110 0 1 2 0.07699756405754493 0.033563908581786865
apartment_0_00110 0 1 3 0.07699756405754493 0.15762636013640097
apartment_0_00110 0 1 4 0.07699756405754493 -0.17215188413430166
apartment_0_00111 0 1 2 0.07699756405754493 0.033563908581786865
apartment_0_00111 0 1 3 0.07699756405754493 0.15762636013640097
apartment_0_00111 0 1 4 0.07699756405754493 -0.17215188413430166
apartment_0_00112 0 1 2 0.07699756405754493 0.033563908581786865
apartment_0_00112 0 1 3 0.07699756405754493 0.15762636013640097
apartment_0_00112 0 1 4 0.07699756405754493 -0.17215188413430166
apartment_0_00113 0 1 2 0.07699756405754493 0.033563908581786865
apartment_0_00113 0 1 3 0.07699756405754493 0.15762636013640097
apartment_0_00113 0 1 4 0.07699756405754493 -0.17215188413430166
apartment_0_00114 0 1 2 0.07699756405754493 0.033563908581786865
apartment_0_00114 0 1 3 0.07699756405754493 0.15762636013640097
apartment_0_00114 0 1 4 0.07699756405754493 -0.17215188413430166
apartment_0_00115 0 1 2 0.07699756405754493 0.033563908581786865
apartment_0_00115 0 1 3 0.07699756405754493 0.15762636013640097
apartment_0_00115 0 1 4 0.07699756405754493 -0.17215188413430166
apartment_0_00120 0 1 2 0.0646617092301234 0.04773544217568417
apartment_0_00120 0 1 3 0.0646617092301234 0.12641432076636205
apartment_0_00120 0 1 4 0.0646617092301234 -0.07168906557061296
apartment_0_00121 0 1 2 0.0646617092301234 0.04773544217568417
apartment_0_00121 0 1 3 0.0646617092301234 0.12641432076636205
apartment_0_00121 0 1 4 0.0646617092301234 -0.07168906557061296
apartment_0_00122 0 1 2 0.0646617092301234 0.04773544217568417
apartment_0_00122 0 1 3 0.0646617092301234 0.12641432076636205
apartment_0_00122 0 1 4 0.0646617092301234 -0.07168906557061296
apartment_0_00123 0 1 2 0.0646617092301234 0.04773544217568417
apartment_0_00123 0 1 3 0.0646617092301234 0.12641432076636205
apartment_0_00123 0 1 4 0.0646617092301234 -0.07168906557061296
apartment_0_00124 0 1 2 0.0646617092301234 0.04773544217568417
apartment_0_00124 0 1 3 0.0646617092301234 0.12641432076636205
apartment_0_00124 0 1 4 0.0646617092301234 -0.07168906557061296
apartment_0_00125 0 1 2 0.0646617092301234 0.04773544217568417
apartment_0_00125 0 1 3 0.0646617092301234 0.12641432076636205
apartment_0_00125 0 1 4 0.0646617092301234 -0.07168906557061296
apartment_0_00130 0 1 2 0.06604724207051577 0.03561731957013185
apartment_0_00130 0 1 3 0.06604724207051577 0.1300098025390385
apartment_0_00130 0 1 4 0.06604724207051577 -0.08624061788049235
apartment_0_00131 0 1 2 0.06604724207051577 0.03561731957013185
apartment_0_00131 0 1 3 0.06604724207051577 0.1300098025390385
apartment_0_00131 0 1 4 0.06604724207051577 -0.08624061788049235
apartment_0_00132 0 1 2 0.06604724207051577 0.03561731957013185
apartment_0_00132 0 1 3 0.06604724207051577 0.1300098025390385
apartment_0_00132 0 1 4 0.06604724207051577 -0.08624061788049235
apartment_0_00133 0 1 2 0.06604724207051577 0.03561731957013185
apartment_0_00133 0 1 3 0.06604724207051577 0.1300098025390385
apartment_0_00133 0 1 4 0.06604724207051577 -0.08624061788049235
apartment_0_00134 0 1 2 0.06604724207051577 0.03561731957013185
apartment_0_00134 0 1 3 0.06604724207051577 0.1300098025390385
apartment_0_00134 0 1 4 0.06604724207051577 -0.08624061788049235
apartment_0_00135 0 1 2 0.06604724207051577 0.03561731957013185
apartment_0_00135 0 1 3 0.06604724207051577 0.1300098025390385
apartment_0_00135 0 1 4 0.06604724207051577 -0.08624061788049235
apartment_0_00140 0 1 2 0.09159583592444465 0.025571187556031452
apartment_0_00140 0 1 3 0.09159583592444465 0.14918649991043442
apartment_0_00140 0 1 4 0.09159583592444465 -0.14447260713920348
apartment_0_00141 0 1 2 0.09159583592444465 0.025571187556031452
apartment_0_00141 0 1 3 0.09159583592444465 0.14918649991043442
apartment_0_00141 0 1 4 0.09159583592444465 -0.14447260713920348
apartment_0_00142 0 1 2 0.09159583592444465 0.025571187556031452
apartment_0_00142 0 1 3 0.09159583592444465 0.14918649991043442
apartment_0_00142 0 1 4 0.09159583592444465 -0.14447260713920348
apartment_0_00143 0 1 2 0.09159583592444465 0.025571187556031452
apartment_0_00143 0 1 3 0.09159583592444465 0.14918649991043442
apartment_0_00143 0 1 4 0.09159583592444465 -0.14447260713920348
apartment_0_00144 0 1 2 0.09159583592444465 0.025571187556031452
apartment_0_00144 0 1 3 0.09159583592444465 0.14918649991043442
apartment_0_00144 0 1 4 0.09159583592444465 -0.14447260713920348
apartment_0_00145 0 1 2 0.09159583592444465 0.025571187556031452
apartment_0_00145 0 1 3 0.09159583592444465 0.14918649991043442
apartment_0_00145 0 1 4 0.09159583592444465 -0.14447260713920348
apartment_0_00150 0 1 2 0.0420308828841348 0.02078006213238325
apartment_0_00150 0 1 3 0.0420308828841348 0.1472365176649773
apartment_0_00150 0 1 4 0.0420308828841348 -0.1610599343506408
apartment_0_00151 0 1 2 0.0420308828841348 0.02078006213238325
apartment_0_00151 0 1 3 0.0420308828841348 0.1472365176649773
apartment_0_00151 0 1 4 0.0420308828841348 -0.1610599343506408
apartment_0_00152 0 1 2 0.0420308828841348 0.02078006213238325
apartment_0_00152 0 1 3 0.0420308828841348 0.1472365176649773
apartment_0_00152 0 1 4 0.0420308828841348 -0.1610599343506408
apartment_0_00153 0 1 2 0.0420308828841348 0.02078006213238325
apartment_0_00153 0 1 3 0.0420308828841348 0.1472365176649773
apartment_0_00153 0 1 4 0.0420308828841348 -0.1610599343506408
apartment_0_00154 0 1 2 0.0420308828841348 0.02078006213238325
apartment_0_00154 0 1 3 0.0420308828841348 0.1472365176649773
apartment_0_00154 0 1 4 0.0420308828841348 -0.1610599343506408
apartment_0_00155 0 1 2 0.0420308828841348 0.02078006213238325
apartment_0_00155 0 1 3 0.0420308828841348 0.1472365176649773
apartment_0_00155 0 1 4 0.0420308828841348 -0.1610599343506408
apartment_0_00160 0 1 2 0.10880527736204477 0.08000994001851816
apartment_0_00160 0 1 3 0.10880527736204477 0.17799563061513363
apartment_0_00160 0 1 4 0.10880527736204477 -0.1716021824368001
apartment_0_00161 0 1 2 0.10880527736204477 0.08000994001851816
apartment_0_00161 0 1 3 0.10880527736204477 0.17799563061513363
apartment_0_00161 0 1 4 0.10880527736204477 -0.1716021824368001
apartment_0_00162 0 1 2 0.10880527736204477 0.08000994001851816
apartment_0_00162 0 1 3 0.10880527736204477 0.17799563061513363
apartment_0_00162 0 1 4 0.10880527736204477 -0.1716021824368001
apartment_0_00163 0 1 2 0.10880527736204477 0.08000994001851816
apartment_0_00163 0 1 3 0.10880527736204477 0.17799563061513363
apartment_0_00163 0 1 4 0.10880527736204477 -0.1716021824368001
apartment_0_00164 0 1 2 0.10880527736204477 0.08000994001851816
apartment_0_00164 0 1 3 0.10880527736204477 0.17799563061513363
apartment_0_00164 0 1 4 0.10880527736204477 -0.1716021824368001
apartment_0_00165 0 1 2 0.10880527736204477 0.08000994001851816
apartment_0_00165 0 1 3 0.10880527736204477 0.17799563061513363
apartment_0_00165 0 1 4 0.10880527736204477 -0.1716021824368001
apartment_0_00170 0 1 2 0.05956998566703625 0.05940583337396521
apartment_0_00170 0 1 3 0.05956998566703625 0.09828440068307553
apartment_0_00170 0 1 4 0.05956998566703625 -0.13518368407162948
apartment_0_00171 0 1 2 0.05956998566703625 0.05940583337396521
apartment_0_00171 0 1 3 0.05956998566703625 0.09828440068307553
apartment_0_00171 0 1 4 0.05956998566703625 -0.13518368407162948
apartment_0_00172 0 1 2 0.05956998566703625 0.05940583337396521
apartment_0_00172 0 1 3 0.05956998566703625 0.09828440068307553
apartment_0_00172 0 1 4 0.05956998566703625 -0.13518368407162948
apartment_0_00173 0 1 2 0.05956998566703625 0.05940583337396521
apartment_0_00173 0 1 3 0.05956998566703625 0.09828440068307553
apartment_0_00173 0 1 4 0.05956998566703625 -0.13518368407162948
apartment_0_00174 0 1 2 0.05956998566703625 0.05940583337396521
apartment_0_00174 0 1 3 0.05956998566703625 0.09828440068307553
apartment_0_00174 0 1 4 0.05956998566703625 -0.13518368407162948
apartment_0_00175 0 1 2 0.05956998566703625 0.05940583337396521
apartment_0_00175 0 1 3 0.05956998566703625 0.09828440068307553
apartment_0_00175 0 1 4 0.05956998566703625 -0.13518368407162948
apartment_0_00180 0 1 2 0.10397422728493491 0.062319339662299716
apartment_0_00180 0 1 3 0.10397422728493491 0.1330504067236702
apartment_0_00180 0 1 4 0.10397422728493491 -0.1370243303506795
apartment_0_00181 0 1 2 0.10397422728493491 0.062319339662299716
apartment_0_00181 0 1 3 0.10397422728493491 0.1330504067236702
apartment_0_00181 0 1 4 0.10397422728493491 -0.1370243303506795
apartment_0_00182 0 1 2 0.10397422728493491 0.062319339662299716
apartment_0_00182 0 1 3 0.10397422728493491 0.1330504067236702
apartment_0_00182 0 1 4 0.10397422728493491 -0.1370243303506795
apartment_0_00183 0 1 2 0.10397422728493491 0.062319339662299716
apartment_0_00183 0 1 3 0.10397422728493491 0.1330504067236702
apartment_0_00183 0 1 4 0.10397422728493491 -0.1370243303506795
apartment_0_00184 0 1 2 0.10397422728493491 0.062319339662299716
apartment_0_00184 0 1 3 0.10397422728493491 0.1330504067236702
apartment_0_00184 0 1 4 0.10397422728493491 -0.1370243303506795
apartment_0_00185 0 1 2 0.10397422728493491 0.062319339662299716
apartment_0_00185 0 1 3 0.10397422728493491 0.1330504067236702
apartment_0_00185 0 1 4 0.10397422728493491 -0.1370243303506795
apartment_0_00190 0 1 2 0.07333805812812016 0.031236286727115543
apartment_0_00190 0 1 3 0.07333805812812016 0.0838265955963137
apartment_0_00190 0 1 4 0.07333805812812016 -0.17577260114829063
apartment_0_00191 0 1 2 0.07333805812812016 0.031236286727115543
apartment_0_00191 0 1 3 0.07333805812812016 0.0838265955963137
apartment_0_00191 0 1 4 0.07333805812812016 -0.17577260114829063
apartment_0_00192 0 1 2 0.07333805812812016 0.031236286727115543
apartment_0_00192 0 1 3 0.07333805812812016 0.0838265955963137
apartment_0_00192 0 1 4 0.07333805812812016 -0.17577260114829063
apartment_0_00193 0 1 2 0.07333805812812016 0.031236286727115543
apartment_0_00193 0 1 3 0.07333805812812016 0.0838265955963137
apartment_0_00193 0 1 4 0.07333805812812016 -0.17577260114829063
apartment_0_00194 0 1 2 0.07333805812812016 0.031236286727115543
apartment_0_00194 0 1 3 0.07333805812812016 0.0838265955963137
apartment_0_00194 0 1 4 0.07333805812812016 -0.17577260114829063
apartment_0_00195 0 1 2 0.07333805812812016 0.031236286727115543
apartment_0_00195 0 1 3 0.07333805812812016 0.0838265955963137
apartment_0_00195 0 1 4 0.07333805812812016 -0.17577260114829063
apartment_0_00200 0 1 2 0.05040545661964616 0.034295058400387636
apartment_0_00200 0 1 3 0.05040545661964616 0.10107489769259165
apartment_0_00200 0 1 4 0.05040545661964616 -0.12907119587538796
apartment_0_00201 0 1 2 0.05040545661964616 0.034295058400387636
apartment_0_00201 0 1 3 0.05040545661964616 0.10107489769259165
apartment_0_00201 0 1 4 0.05040545661964616 -0.12907119587538796
apartment_0_00202 0 1 2 0.05040545661964616 0.034295058400387636
apartment_0_00202 0 1 3 0.05040545661964616 0.10107489769259165
apartment_0_00202 0 1 4 0.05040545661964616 -0.12907119587538796
apartment_0_00203 0 1 2 0.05040545661964616 0.034295058400387636
apartment_0_00203 0 1 3 0.05040545661964616 0.10107489769259165
apartment_0_00203 0 1 4 0.05040545661964616 -0.12907119587538796
apartment_0_00204 0 1 2 0.05040545661964616 0.034295058400387636
apartment_0_00204 0 1 3 0.05040545661964616 0.10107489769259165
apartment_0_00204 0 1 4 0.05040545661964616 -0.12907119587538796
apartment_0_00205 0 1 2 0.05040545661964616 0.034295058400387636
apartment_0_00205 0 1 3 0.05040545661964616 0.10107489769259165
apartment_0_00205 0 1 4 0.05040545661964616 -0.12907119587538796
apartment_0_00210 0 1 2 0.05971135382489235 0.05411079244110392
apartment_0_00210 0 1 3 0.05971135382489235 0.1339072654563989
apartment_0_00210 0 1 4 0.05971135382489235 -0.11827039677229288
apartment_0_00211 0 1 2 0.05971135382489235 0.05411079244110392
apartment_0_00211 0 1 3 0.05971135382489235 0.1339072654563989
apartment_0_00211 0 1 4 0.05971135382489235 -0.11827039677229288
apartment_0_00212 0 1 2 0.05971135382489235 0.05411079244110392
apartment_0_00212 0 1 3 0.05971135382489235 0.1339072654563989
apartment_0_00212 0 1 4 0.05971135382489235 -0.11827039677229288
apartment_0_00213 0 1 2 0.05971135382489235 0.05411079244110392
apartment_0_00213 0 1 3 0.05971135382489235 0.1339072654563989
apartment_0_00213 0 1 4 0.05971135382489235 -0.11827039677229288
apartment_0_00214 0 1 2 0.05971135382489235 0.05411079244110392
apartment_0_00214 0 1 3 0.05971135382489235 0.1339072654563989
apartment_0_00214 0 1 4 0.05971135382489235 -0.11827039677229288
apartment_0_00215 0 1 2 0.05971135382489235 0.05411079244110392
apartment_0_00215 0 1 3 0.05971135382489235 0.1339072654563989
apartment_0_00215 0 1 4 0.05971135382489235 -0.11827039677229288
apartment_0_00220 0 1 2 0.08239015322972634 0.054469703785984896
apartment_0_00220 0 1 3 0.08239015322972634 0.14674036019870534
apartment_0_00220 0 1 4 0.08239015322972634 -0.08326194858778509
apartment_0_00221 0 1 2 0.08239015322972634 0.054469703785984896
apartment_0_00221 0 1 3 0.08239015322972634 0.14674036019870534
apartment_0_00221 0 1 4 0.08239015322972634 -0.08326194858778509
apartment_0_00222 0 1 2 0.08239015322972634 0.054469703785984896
apartment_0_00222 0 1 3 0.08239015322972634 0.14674036019870534
apartment_0_00222 0 1 4 0.08239015322972634 -0.08326194858778509
apartment_0_00223 0 1 2 0.08239015322972634 0.054469703785984896
apartment_0_00223 0 1 3 0.08239015322972634 0.14674036019870534
apartment_0_00223 0 1 4 0.08239015322972634 -0.08326194858778509
apartment_0_00224 0 1 2 0.08239015322972634 0.054469703785984896
apartment_0_00224 0 1 3 0.08239015322972634 0.14674036019870534
apartment_0_00224 0 1 4 0.08239015322972634 -0.08326194858778509
apartment_0_00225 0 1 2 0.08239015322972634 0.054469703785984896
apartment_0_00225 0 1 3 0.08239015322972634 0.14674036019870534
apartment_0_00225 0 1 4 0.08239015322972634 -0.08326194858778509
apartment_0_00230 0 1 2 0.06010837168544067 0.046563265531044104
apartment_0_00230 0 1 3 0.06010837168544067 0.08631121841196722
apartment_0_00230 0 1 4 0.06010837168544067 -0.09611731946029395
apartment_0_00231 0 1 2 0.06010837168544067 0.046563265531044104
apartment_0_00231 0 1 3 0.06010837168544067 0.08631121841196722
