frl_apartment_5_00000 0 1 2 0.09105282264208975 0.06301466327802971
frl_apartment_5_00020 0 1 3 0.05231850439174121 0.09720400705663738
frl_apartment_5_00020 0 1 4 0.05231850439174121 -0.15510910147695284
frl_apartment_5_00021 0 1 2 0.05231850439174121 0.04336446610137923
frl_apartment_5_00021 0 1 3 0.05231850439174121 0.09720400705663738
frl_apartment_5_00021 0 1 4 0.05231850439174121 -0.15510910147695284
frl_apartment_5_00022 0 1 2 0.05231850439174121 0.04336446610137923
frl_apartment_5_00022 0 1 3 0.05231850439174121 0.09720400705663738
frl_apartment_5_00022 0 1 4 0.05231850439174121 -0.15510910147695284
frl_apartment_5_00023 0 1 2 0.05231850439174121 0.04336446610137923
frl_apartment_5_00023 0 1 3 0.05231850439174121 0.09720400705663738
frl_apartment_5_00023 0 1 4 0.05231850439174121 -0.15510910147695284
frl_apartment_5_00024 0 1 2 0.05231850439174121 0.04336446610137923
frl_apartment_5_00024 0 1 3 0.05231850439174121 0.09720400705663738
frl_apartment_5_00024 0 1 4 0.05231850439174121 -0.15510910147695284
frl_apartment_5_00025 0 1 2 0.05231850439174121 0.04336446610137923
frl_apartment_5_00025 0 1 3 0.05231850439174121 0.09720400705663738
frl_apartment_5_00025 0 1 4 0.05231850439174121 -0.15510910147695284
frl_apartment_5_00030 0 1 2 0.08310985187613293 0.06256400746382124
frl_apartment_5_00030 0 1 3 0.08310985187613293 0.0887007744802315
frl_apartment_5_00030 0 1 4 0.08310985187613293 -0.1427665232592649
frl_apartment_5_00031 0 1 2 0.08310985187613293 0.06256400746382124
frl_apartment_5_00031 0 1 3 0.08310985187613293 0.0887007744802315
frl_apartment_5_00031 0 1 4 0.08310985187613293 -0.1427665232592649
frl_apartment_5_00032 0 1 2 0.08310985187613293 0.06256400746382124
frl_apartment_5_00032 0 1 3 0.08310985187613293 0.0887007744802315
frl_apartment_5_00032 0 1 4 0.08310985187613293 -0.1427665232592649
frl_apartment_5_00033 0 1 2 0.08310985187613293 0.06256400746382124
frl_apartment_5_00033 0 1 3 0.08310985187613293 0.0887007744802315
frl_apartment_5_00033 0 1 4 0.08310985187613293 -0.1427665232592649
frl_apartment_5_00034 0 1 2 0.08310985187613293 0.06256400746382124
frl_apartment_5_00034 0 1 3 0.08310985187613293 0.0887007744802315
frl_apartment_5_00034 0 1 4 0.08310985187613293 -0.1427665232592649
frl_apartment_5_00035 0 1 2 0.08310985187613293 0.06256400746382124
frl_apartment_5_00035 0 1 3 0.08310985187613293 0.0887007744802315
frl_apartment_5_00035 0 1 4 0.08310985187613293 -0.1427665232592649
frl_apartment_5_00040 0 1 2 0.08872975772907613 0.0851817028755982
frl_apartment_5_00040 0 1 3 0.08872975772907613 0.12456769716356281
frl_apartment_5_00040 0 1 4 0.08872975772907613 -0.135510480703171
frl_apartment_5_00041 0 1 2 0.08872975772907613 0.0851817028755982
frl_apartment_5_00041 0 1 3 0.08872975772907613 0.12456769716356281
frl_apartment_5_00041 0 1 4 0.08872975772907613 -0.135510480703171
frl_apartment_5_00042 0 1 2 0.08872975772907613 0.0851817028755982
frl_apartment_5_00042 0 1 3 0.08872975772907613 0.12456769716356281
frl_apartment_5_00042 0 1 4 0.08872975772907613 -0.135510480703171
frl_apartment_5_00043 0 1 2 0.08872975772907613 0.0851817028755982
frl_apartment_5_00043 0 1 3 0.08872975772907613 0.12456769716356281
frl_apartment_5_00043 0 1 4 0.08872975772907613 -0.135510480703171
frl_apartment_5_00044 0 1 2 0.08872975772907613 0.0851817028755982
frl_apartment_5_00044 0 1 3 0.08872975772907613 0.12456769716356281
frl_apartment_5_00044 0 1 4 0.08872975772907613 -0.135510480703171
frl_apartment_5_00045 0 1 2 0.08872975772907613 0.0851817028755982
frl_apartment_5_00045 0 1 3 0.08872975772907613 0.12456769716356281
frl_apartment_5_00045 0 1 4 0.08872975772907613 -0.135510480703171
frl_apartment_5_00050 0 1 2 0.06328055710930638 0.05284140131293169
frl_apartment_5_00050 0 1 3 0.06328055710930638 0.16896760621875423
frl_apartment_5_00050 0 1 4 0.06328055710930638 -0.08208188500181617
frl_apartment_5_00051 0 1 2 0.06328055710930638 0.05284140131293169
frl_apartment_5_00051 0 1 3 0.06328055710930638 0.16896760621875423
frl_apartment_5_00051 0 1 4 0.06328055710930638 -0.08208188500181617
frl_apartment_5_00052 0 1 2 0.06328055710930638 0.05284140131293169
frl_apartment_5_00052 0 1 3 0.06328055710930638 0.16896760621875423
frl_apartment_5_00052 0 1 4 0.06328055710930638 -0.08208188500181617
frl_apartment_5_00053 0 1 2 0.06328055710930638 0.05284140131293169
frl_apartment_5_00053 0 1 3 0.06328055710930638 0.16896760621875423
frl_apartment_5_00053 0 1 4 0.06328055710930638 -0.08208188500181617
frl_apartment_5_00054 0 1 2 0.06328055710930638 0.05284140131293169
frl_apartment_5_00054 0 1 3 0.06328055710930638 0.16896760621875423
frl_apartment_5_00054 0 1 4 0.06328055710930638 -0.08208188500181617
frl_apartment_5_00055 0 1 2 0.06328055710930638 0.05284140131293169
frl_apartment_5_00055 0 1 3 0.06328055710930638 0.16896760621875423
frl_apartment_5_00055 0 1 4 0.06328055710930638 -0.08208188500181617
frl_apartment_5_00060 0 1 2 0.084410098335474 0.07872394271428822
frl_apartment_5_00060 0 1 3 0.084410098335474 0.14343506496524117
frl_apartment_5_00060 0 1 4 0.084410098335474 -0.1010605034067635
frl_apartment_5_00061 0 1 2 0.084410098335474 0.07872394271428822
frl_apartment_5_00061 0 1 3 0.084410098335474 0.14343506496524117
frl_apartment_5_00061 0 1 4 0.084410098335474 -0.1010605034067635
frl_apartment_5_00062 0 1 2 0.084410098335474 0.07872394271428822
frl_apartment_5_00062 0 1 3 0.084410098335474 0.14343506496524117
frl_apartment_5_00062 0 1 4 0.084410098335474 -0.1010605034067635
frl_apartment_5_00063 0 1 2 0.084410098335474 0.07872394271428822
frl_apartment_5_00063 0 1 3 0.084410098335474 0.14343506496524117
frl_apartment_5_00063 0 1 4 0.084410098335474 -0.1010605034067635
frl_apartment_5_00064 0 1 2 0.084410098335474 0.07872394271428822
frl_apartment_5_00064 0 1 3 0.084410098335474 0.14343506496524117
frl_apartment_5_00064 0 1 4 0.084410098335474 -0.1010605034067635
frl_apartment_5_00065 0 1 2 0.084410098335474 0.07872394271428822
frl_apartment_5_00065 0 1 3 0.084410098335474 0.14343506496524117
frl_apartment_5_00065 0 1 4 0.084410098335474 -0.1010605034067635
frl_apartment_5_00070 0 1 2 0.10492858666715112 0.0383272098463497
frl_apartment_5_00070 0 1 3 0.10492858666715112 0.1621345135658377
frl_apartment_5_00070 0 1 4 0.10492858666715112 -0.16670276956170382
frl_apartment_5_00071 0 1 2 0.10492858666715112 0.0383272098463497
frl_apartment_5_00071 0 1 3 0.10492858666715112 0.1621345135658377
frl_apartment_5_00071 0 1 4 0.10492858666715112 -0.16670276956170382
frl_apartment_5_00072 0 1 2 0.10492858666715112 0.0383272098463497
frl_apartment_5_00072 0 1 3 0.10492858666715112 0.1621345135658377
frl_apartment_5_00072 0 1 4 0.10492858666715112 -0.16670276956170382
frl_apartment_5_00073 0 1 2 0.10492858666715112 0.0383272098463497
frl_apartment_5_00073 0 1 3 0.10492858666715112 0.1621345135658377
frl_apartment_5_00073 0 1 4 0.10492858666715112 -0.16670276956170382
frl_apartment_5_00074 0 1 2 0.10492858666715112 0.0383272098463497
frl_apartment_5_00074 0 1 3 0.10492858666715112 0.1621345135658377
frl_apartment_5_00074 0 1 4 0.10492858666715112 -0.16670276956170382
frl_apartment_5_00075 0 1 2 0.10492858666715112 0.0383272098463497
frl_apartment_5_00075 0 1 3 0.10492858666715112 0.1621345135658377
frl_apartment_5_00075 0 1 4 0.10492858666715112 -0.16670276956170382
frl_apartment_5_00080 0 1 2 0.09741471547544656 0.07879340251933822
frl_apartment_5_00080 0 1 3 0.09741471547544656 0.1751690422659689
frl_apartment_5_00080 0 1 4 0.09741471547544656 -0.1791855842112216
frl_apartment_5_00081 0 1 2 0.09741471547544656 0.07879340251933822
frl_apartment_5_00081 0 1 3 0.09741471547544656 0.1751690422659689
frl_apartment_5_00081 0 1 4 0.09741471547544656 -0.1791855842112216
frl_apartment_5_00082 0 1 2 0.09741471547544656 0.07879340251933822
frl_apartment_5_00082 0 1 3 0.09741471547544656 0.1751690422659689
frl_apartment_5_00082 0 1 4 0.09741471547544656 -0.1791855842112216
frl_apartment_5_00083 0 1 2 0.09741471547544656 0.07879340251933822
frl_apartment_5_00083 0 1 3 0.09741471547544656 0.1751690422659689
frl_apartment_5_00083 0 1 4 0.09741471547544656 -0.1791855842112216
frl_apartment_5_00084 0 1 2 0.09741471547544656 0.07879340251933822
frl_apartment_5_00084 0 1 3 0.09741471547544656 0.1751690422659689
frl_apartment_5_00084 0 1 4 0.09741471547544656 -0.1791855842112216
frl_apartment_5_00085 0 1 2 0.09741471547544656 0.07879340251933822
frl_apartment_5_00085 0 1 3 0.09741471547544656 0.1751690422659689
frl_apartment_5_00085 0 1 4 0.09741471547544656 -0.1791855842112216
frl_apartment_5_00090 0 1 2 0.05835071616601758 0.027902095592036838
frl_apartment_5_00090 0 1 3 0.05835071616601758 0.10768072934189249
frl_apartment_5_00090 0 1 4 0.05835071616601758 -0.09738881845722562
frl_apartment_5_00091 0 1 2 0.05835071616601758 0.027902095592036838
frl_apartment_5_00091 0 1 3 0.05835071616601758 0.10768072934189249
frl_apartment_5_00091 0 1 4 0.05835071616601758 -0.09738881845722562
frl_apartment_5_00092 0 1 2 0.05835071616601758 0.027902095592036838
frl_apartment_5_00092 0 1 3 0.05835071616601758 0.10768072934189249
frl_apartment_5_00092 0 1 4 0.05835071616601758 -0.09738881845722562
frl_apartment_5_00093 0 1 2 0.05835071616601758 0.027902095592036838
frl_apartment_5_00093 0 1 3 0.05835071616601758 0.10768072934189249
frl_apartment_5_00093 0 1 4 0.05835071616601758 -0.09738881845722562
frl_apartment_5_00094 0 1 2 0.05835071616601758 0.027902095592036838
frl_apartment_5_00094 0 1 3 0.05835071616601758 0.10768072934189249
frl_apartment_5_00094 0 1 4 0.05835071616601758 -0.09738881845722562
frl_apartment_5_00095 0 1 2 0.05835071616601758 0.027902095592036838
frl_apartment_5_00095 0 1 3 0.05835071616601758 0.10768072934189249
frl_apartment_5_00095 0 1 4 0.05835071616601758 -0.09738881845722562
frl_apartment_5_00100 0 1 2 0.08350208838317785 0.07633827237220327
frl_apartment_5_00100 0 1 3 0.08350208838317785 0.14125747076311945
frl_apartment_5_00100 0 1 4 0.08350208838317785 -0.15595396344266518
frl_apartment_5_00101 0 1 2 0.08350208838317785 0.07633827237220327
frl_apartment_5_00101 0 1 3 0.08350208838317785 0.14125747076311945
frl_apartment_5_00101 0 1 4 0.08350208838317785 -0.15595396344266518
frl_apartment_5_00102 0 1 2 0.08350208838317785 0.07633827237220327
frl_apartment_5_00102 0 1 3 0.08350208838317785 0.14125747076311945
frl_apartment_5_00102 0 1 4 0.08350208838317785 -0.15595396344266518
frl_apartment_5_00103 0 1 2 0.08350208838317785 0.07633827237220327
frl_apartment_5_00103 0 1 3 0.08350208838317785 0.14125747076311945
frl_apartment_5_00103 0 1 4 0.08350208838317785 -0.15595396344266518
frl_apartment_5_00104 0 1 2 0.08350208838317785 0.07633827237220327
frl_apartment_5_00104 0 1 3 0.08350208838317785 0.14125747076311945
frl_apartment_5_00104 0 1 4 0.08350208838317785 -0.15595396344266518
frl_apartment_5_00105 0 1 2 0.08350208838317785 0.07633827237220327
frl_apartment_5_00105 0 1 3 0.08350208838317785 0.14125747076311945
frl_apartment_5_00105 0 1 4 0.08350208838317785 -0.15595396344266518
frl_apartment_5_00110 0 1 2 0.042913107669896956 0.024248830981281826
frl_apartment_5_00110 0 1 3 0.042913107669896956 0.12948469786197309
frl_apartment_5_00110 0 1 4 0.042913107669896956 -0.1322176091486035
frl_apartment_5_00111 0 1 2 0.042913107669896956 0.024248830981281826
frl_apartment_5_00111 0 1 3 0.042913107669896956 0.12948469786197309
frl_apartment_5_00111 0 1 4 0.042913107669896956 -0.1322176091486035
frl_apartment_5_00112 0 1 2 0.042913107669896956 0.024248830981281826
frl_apartment_5_00112 0 1 3 0.042913107669896956 0.12948469786197309
frl_apartment_5_00112 0 1 4 0.042913107669896956 -0.1322176091486035
frl_apartment_5_00113 0 1 2 0.042913107669896956 0.024248830981281826
frl_apartment_5_00113 0 1 3 0.042913107669896956 0.12948469786197309
frl_apartment_5_00113 0 1 4 0.042913107669896956 -0.1322176091486035
frl_apartment_5_00114 0 1 2 0.042913107669896956 0.024248830981281826
frl_apartment_5_00114 0 1 3 0.042913107669896956 0.12948469786197309
frl_apartment_5_00114 0 1 4 0.042913107669896956 -0.1322176091486035
frl_apartment_5_00115 0 1 2 0.042913107669896956 0.024248830981281826
frl_apartment_5_00115 0 1 3 0.042913107669896956 0.12948469786197309
frl_apartment_5_00115 0 1 4 0.042913107669896956 -0.1322176091486035
frl_apartment_5_00120 0 1 2 0.09084027827673882 0.04761554915192018
frl_apartment_5_00120 0 1 3 0.09084027827673882 0.15041714069910606
frl_apartment_5_00120 0 1 4 0.09084027827673882 -0.1196233097937603
frl_apartment_5_00121 0 1 2 0.09084027827673882 0.04761554915192018
frl_apartment_5_00121 0 1 3 0.09084027827673882 0.15041714069910606
frl_apartment_5_00121 0 1 4 0.09084027827673882 -0.1196233097937603
frl_apartment_5_00122 0 1 2 0.09084027827673882 0.04761554915192018
frl_apartment_5_00122 0 1 3 0.09084027827673882 0.15041714069910606
frl_apartment_5_00122 0 1 4 0.09084027827673882 -0.1196233097937603
frl_apartment_5_00123 0 1 2 0.09084027827673882 0.04761554915192018
frl_apartment_5_00123 0 1 3 0.09084027827673882 0.15041714069910606
frl_apartment_5_00123 0 1 4 0.09084027827673882 -0.1196233097937603
frl_apartment_5_00124 0 1 2 0.09084027827673882 0.04761554915192018
frl_apartment_5_00124 0 1 3 0.09084027827673882 0.15041714069910606
frl_apartment_5_00124 0 1 4 0.09084027827673882 -0.1196233097937603
frl_apartment_5_00125 0 1 2 0.09084027827673882 0.04761554915192018
frl_apartment_5_00125 0 1 3 0.09084027827673882 0.15041714069910606
frl_apartment_5_00125 0 1 4 0.09084027827673882 -0.1196233097937603
frl_apartment_5_00130 0 1 2 0.04912179885585728 0.03073761136823469
frl_apartment_5_00130 0 1 3 0.04912179885585728 0.050102328686092656
frl_apartment_5_00130 0 1 4 0.04912179885585728 -0.15771585477873296
frl_apartment_5_00131 0 1 2 0.04912179885585728 0.03073761136823469
frl_apartment_5_00131 0 1 3 0.04912179885585728 0.050102328686092656
frl_apartment_5_00131 0 1 4 0.04912179885585728 -0.15771585477873296
frl_apartment_5_00132 0 1 2 0.04912179885585728 0.03073761136823469
frl_apartment_5_00132 0 1 3 0.04912179885585728 0.050102328686092656
frl_apartment_5_00132 0 1 4 0.04912179885585728 -0.15771585477873296
frl_apartment_5_00133 0 1 2 0.04912179885585728 0.03073761136823469
frl_apartment_5_00133 0 1 3 0.04912179885585728 0.050102328686092656
frl_apartment_5_00133 0 1 4 0.04912179885585728 -0.15771585477873296
frl_apartment_5_00134 0 1 2 0.04912179885585728 0.03073761136823469
frl_apartment_5_00134 0 1 3 0.04912179885585728 0.050102328686092656
frl_apartment_5_00134 0 1 4 0.04912179885585728 -0.15771585477873296
frl_apartment_5_00135 0 1 2 0.04912179885585728 0.03073761136823469
frl_apartment_5_00135 0 1 3 0.04912179885585728 0.050102328686092656
frl_apartment_5_00135 0 1 4 0.04912179885585728 -0.15771585477873296
frl_apartment_5_00140 0 1 2 0.10253133023282598 0.05680781889743276
frl_apartment_5_00140 0 1 3 0.10253133023282598 0.1283635945545243
frl_apartment_5_00140 0 1 4 0.10253133023282598 -0.11781246726119914
frl_apartment_5_00141 0 1 2 0.10253133023282598 0.05680781889743276
frl_apartment_5_00141 0 1 3 0.10253133023282598 0.1283635945545243
frl_apartment_5_00141 0 1 4 0.10253133023282598 -0.11781246726119914
frl_apartment_5_00142 0 1 2 0.10253133023282598 0.05680781889743276
frl_apartment_5_00142 0 1 3 0.10253133023282598 0.1283635945545243
frl_apartment_5_00142 0 1 4 0.10253133023282598 -0.11781246726119914
frl_apartment_5_00143 0 1 2 0.10253133023282598 0.05680781889743276
frl_apartment_5_00143 0 1 3 0.10253133023282598 0.1283635945545243
frl_apartment_5_00143 0 1 4 0.10253133023282598 -0.11781246726119914
frl_apartment_5_00144 0 1 2 0.10253133023282598 0.05680781889743276
frl_apartment_5_00144 0 1 3 0.10253133023282598 0.1283635945545243
frl_apartment_5_00144 0 1 4 0.10253133023282598 -0.11781246726119914
frl_apartment_5_00145 0 1 2 0.10253133023282598 0.05680781889743276
frl_apartment_5_00145 0 1 3 0.10253133023282598 0.1283635945545243
frl_apartment_5_00145 0 1 4 0.10253133023282598 -0.11781246726119914
frl_apartment_5_00150 0 1 2 0.0952617559144891 0.02812541766443579
frl_apartment_5_00150 0 1 3 0.0952617559144891 0.15562726081724929
frl_apartment_5_00150 0 1 4 0.0952617559144891 -0.1793919907098378
frl_apartment_5_00151 0 1 2 0.0952617559144891 0.02812541766443579
frl_apartment_5_00151 0 1 3 0.0952617559144891 0.15562726081724929
frl_apartment_5_00151 0 1 4 0.0952617559144891 -0.1793919907098378
frl_apartment_5_00152 0 1 2 0.0952617559144891 0.02812541766443579
frl_apartment_5_00152 0 1 3 0.0952617559144891 0.15562726081724929
frl_apartment_5_00152 0 1 4 0.0952617559144891 -0.1793919907098378
frl_apartment_5_00153 0 1 2 0.0952617559144891 0.02812541766443579
frl_apartment_5_00153 0 1 3 0.0952617559144891 0.15562726081724929
frl_apartment_5_00153 0 1 4 0.0952617559144891 -0.1793919907098378
frl_apartment_5_00154 0 1 2 0.0952617559144891 0.02812541766443579
frl_apartment_5_00154 0 1 3 0.0952617559144891 0.15562726081724929
frl_apartment_5_00154 0 1 4 0.0952617559144891 -0.1793919907098378
frl_apartment_5_00155 0 1 2 0.0952617559144891 0.02812541766443579
frl_apartment_5_00155 0 1 3 0.0952617559144891 0.15562726081724929
frl_apartment_5_00155 0 1 4 0.0952617559144891 -0.1793919907098378
frl_apartment_5_00160 0 1 2 0.03615806364870692 0.02863118894655267
frl_apartment_5_00160 0 1 3 0.03615806364870692 0.04454574558036205
frl_apartment_5_00160 0 1 4 0.03615806364870692 -0.13200960267060657
frl_apartment_5_00161 0 1 2 0.03615806364870692 0.02863118894655267
frl_apartment_5_00161 0 1 3 0.03615806364870692 0.04454574558036205
frl_apartment_5_00161 0 1 4 0.03615806364870692 -0.13200960267060657
frl_apartment_5_00162 0 1 2 0.03615806364870692 0.02863118894655267
frl_apartment_5_00162 0 1 3 0.03615806364870692 0.04454574558036205
frl_apartment_5_00162 0 1 4 0.03615806364870692 -0.13200960267060657
frl_apartment_5_00163 0 1 2 0.03615806364870692 0.02863118894655267
frl_apartment_5_00163 0 1 3 0.03615806364870692 0.04454574558036205
frl_apartment_5_00163 0 1 4 0.03615806364870692 -0.13200960267060657
frl_apartment_5_00164 0 1 2 0.03615806364870692 0.02863118894655267
frl_apartment_5_00164 0 1 3 0.03615806364870692 0.04454574558036205
frl_apartment_5_00164 0 1 4 0.03615806364870692 -0.13200960267060657
frl_apartment_5_00165 0 1 2 0.03615806364870692 0.02863118894655267
frl_apartment_5_00165 0 1 3 0.03615806364870692 0.04454574558036205
frl_apartment_5_00165 0 1 4 0.03615806364870692 -0.13200960267060657
frl_apartment_5_00170 0 1 2 0.04030499790065416 0.022835421201574595
frl_apartment_5_00170 0 1 3 0.04030499790065416 0.08905998198864828
frl_apartment_5_00170 0 1 4 0.04030499790065416 -0.11149212863219472
frl_apartment_5_00171 0 1 2 0.04030499790065416 0.022835421201574595
frl_apartment_5_00171 0 1 3 0.04030499790065416 0.08905998198864828
frl_apartment_5_00171 0 1 4 0.04030499790065416 -0.11149212863219472
frl_apartment_5_00172 0 1 2 0.04030499790065416 0.022835421201574595
frl_apartment_5_00172 0 1 3 0.04030499790065416 0.08905998198864828
frl_apartment_5_00172 0 1 4 0.04030499790065416 -0.11149212863219472
frl_apartment_5_00173 0 1 2 0.04030499790065416 0.022835421201574595
frl_apartment_5_00173 0 1 3 0.04030499790065416 0.08905998198864828
frl_apartment_5_00173 0 1 4 0.04030499790065416 -0.11149212863219472
frl_apartment_5_00174 0 1 2 0.04030499790065416 0.022835421201574595
frl_apartment_5_00174 0 1 3 0.04030499790065416 0.08905998198864828
frl_apartment_5_00174 0 1 4 0.04030499790065416 -0.11149212863219472
frl_apartment_5_00175 0 1 2 0.04030499790065416 0.022835421201574595
frl_apartment_5_00175 0 1 3 0.04030499790065416 0.08905998198864828
frl_apartment_5_00175 0 1 4 0.04030499790065416 -0.11149212863219472
frl_apartment_5_00180 0 1 2 0.06093861341285586 0.025198357216436713
frl_apartment_5_00180 0 1 3 0.06093861341285586 0.08029722899180847
frl_apartment_5_00180 0 1 4 0.06093861341285586 -0.07202594549610547
frl_apartment_5_00181 0 1 2 0.06093861341285586 0.025198357216436713
frl_apartment_5_00181 0 1 3 0.06093861341285586 0.08029722899180847
frl_apartment_5_00181 0 1 4 0.06093861341285586 -0.07202594549610547
frl_apartment_5_00182 0 1 2 0.06093861341285586 0.025198357216436713
frl_apartment_5_00182 0 1 3 0.06093861341285586 0.08029722899180847
frl_apartment_5_00182 0 1 4 0.06093861341285586 -0.07202594549610547
frl_apartment_5_00183 0 1 2 0.06093861341285586 0.025198357216436713
frl_apartment_5_00183 0 1 3 0.06093861341285586 0.08029722899180847
frl_apartment_5_00183 0 1 4 0.06093861341285586 -0.07202594549610547
frl_apartment_5_00184 0 1 2 0.06093861341285586 0.025198357216436713
frl_apartment_5_00184 0 1 3 0.06093861341285586 0.08029722899180847
frl_apartment_5_00184 0 1 4 0.06093861341285586 -0.07202594549610547
frl_apartment_5_00185 0 1 2 0.06093861341285586 0.025198357216436713
frl_apartment_5_00185 0 1 3 0.06093861341285586 0.08029722899180847
frl_apartment_5_00185 0 1 4 0.06093861341285586 -0.07202594549610547
frl_apartment_5_00190 0 1 2 0.11467977448018654 0.06813910497372529
frl_apartment_5_00190 0 1 3 0.11467977448018654 0.15645358467998405
frl_apartment_5_00190 0 1 4 0.11467977448018654 -0.16959651587770125
frl_apartment_5_00191 0 1 2 0.11467977448018654 0.06813910497372529
frl_apartment_5_00191 0 1 3 0.11467977448018654 0.15645358467998405
frl_apartment_5_00191 0 1 4 0.11467977448018654 -0.16959651587770125
frl_apartment_5_00192 0 1 2 0.11467977448018654 0.06813910497372529
frl_apartment_5_00192 0 1 3 0.11467977448018654 0.15645358467998405
frl_apartment_5_00192 0 1 4 0.11467977448018654 -0.16959651587770125
frl_apartment_5_00193 0 1 2 0.11467977448018654 0.06813910497372529
frl_apartment_5_00193 0 1 3 0.11467977448018654 0.15645358467998405
frl_apartment_5_00193 0 1 4 0.11467977448018654 -0.16959651587770125
frl_apartment_5_00194 0 1 2 0.11467977448018654 0.06813910497372529
frl_apartment_5_00194 0 1 3 0.11467977448018654 0.15645358467998405
frl_apartment_5_00194 0 1 4 0.11467977448018654 -0.16959651587770125
frl_apartment_5_00195 0 1 2 0.11467977448018654 0.06813910497372529
frl_apartment_5_00195 0 1 3 0.11467977448018654 0.15645358467998405
frl_apartment_5_00195 0 1 4 0.11467977448018654 -0.16959651587770125
frl_apartment_5_00200 0 1 2 0.095001880952079 0.05532566612548506
frl_apartment_5_00200 0 1 3 0.095001880952079 0.17049228154884646
frl_apartment_5_00200 0 1 4 0.095001880952079 -0.16759853974415573
frl_apartment_5_00201 0 1 2 0.095001880952079 0.05532566612548506
frl_apartment_5_00201 0 1 3 0.095001880952079 0.17049228154884646
frl_apartment_5_00201 0 1 4 0.095001880952079 -0.16759853974415573
frl_apartment_5_00202 0 1 2 0.095001880952079 0.05532566612548506
frl_apartment_5_00202 0 1 3 0.095001880952079 0.17049228154884646
frl_apartment_5_00202 0 1 4 0.095001880952079 -0.16759853974415573
frl_apartment_5_00203 0 1 2 0.095001880952079 0.05532566612548506
frl_apartment_5_00203 0 1 3 0.095001880952079 0.17049228154884646
frl_apartment_5_00203 0 1 4 0.095001880952079 -0.16759853974415573
frl_apartment_5_00204 0 1 2 0.095001880952079 0.05532566612548506
frl_apartment_5_00204 0 1 3 0.095001880952079 0.17049228154884646
frl_apartment_5_00204 0 1 4 0.095001880952079 -0.16759853974415573
frl_apartment_5_00205 0 1 2 0.095001880952079 0.05532566612548506
frl_apartment_5_00205 0 1 3 0.095001880952079 0.17049228154884646
frl_apartment_5_00205 0 1 4 0.095001880952079 -0.16759853974415573
frl_apartment_5_00210 0 1 2 0.07332435951143818 0.040253877365673825
frl_apartment_5_00210 0 1 3 0.07332435951143818 0.09400397624127652
frl_apartment_5_00210 0 1 4 0.07332435951143818 -0.14981009570685438
frl_apartment_5_00211 0 1 2 0.07332435951143818 0.040253877365673825
frl_apartment_5_00211 0 1 3 0.07332435951143818 0.09400397624127652
frl_apartment_5_00211 0 1 4 0.07332435951143818 -0.14981009570685438
frl_apartment_5_00212 0 1 2 0.07332435951143818 0.040253877365673825
