office_1_00000 0 1 2 0.09233603967649234 0.03288506668808897
office_1_00090 0 1 3 0.03814907365883029 0.04103198237289239
office_1_00090 0 1 4 0.03814907365883029 -0.048177642542479866
office_1_00091 0 1 2 0.03814907365883029 0.021699522635157235
office_1_00091 0 1 3 0.03814907365883029 0.04103198237289239
office_1_00091 0 1 4 0.03814907365883029 -0.048177642542479866
office_1_00092 0 1 2 0.03814907365883029 0.021699522635157235
office_1_00092 0 1 3 0.03814907365883029 0.04103198237289239
office_1_00092 0 1 4 0.03814907365883029 -0.048177642542479866
office_1_00093 0 1 2 0.03814907365883029 0.021699522635157235
office_1_00093 0 1 3 0.03814907365883029 0.04103198237289239
office_1_00093 0 1 4 0.03814907365883029 -0.048177642542479866
office_1_00094 0 1 2 0.03814907365883029 0.021699522635157235
office_1_00094 0 1 3 0.03814907365883029 0.04103198237289239
office_1_00094 0 1 4 0.03814907365883029 -0.048177642542479866
office_1_00095 0 1 2 0.03814907365883029 0.021699522635157235
office_1_00095 0 1 3 0.03814907365883029 0.04103198237289239
office_1_00095 0 1 4 0.03814907365883029 -0.048177642542479866
office_1_00100 0 1 2 0.03520841471728215 0.027816347683377783
office_1_00100 0 1 3 0.03520841471728215 0.13584111912928123
office_1_00100 0 1 4 0.03520841471728215 -0.11799077737202651
office_1_00101 0 1 2 0.03520841471728215 0.027816347683377783
office_1_00101 0 1 3 0.03520841471728215 0.13584111912928123
office_1_00101 0 1 4 0.03520841471728215 -0.11799077737202651
office_1_00102 0 1 2 0.03520841471728215 0.027816347683377783
office_1_00102 0 1 3 0.03520841471728215 0.13584111912928123
office_1_00102 0 1 4 0.03520841471728215 -0.11799077737202651
office_1_00103 0 1 2 0.03520841471728215 0.027816347683377783
office_1_00103 0 1 3 0.03520841471728215 0.13584111912928123
office_1_00103 0 1 4 0.03520841471728215 -0.11799077737202651
office_1_00104 0 1 2 0.03520841471728215 0.027816347683377783
office_1_00104 0 1 3 0.03520841471728215 0.13584111912928123
office_1_00104 0 1 4 0.03520841471728215 -0.11799077737202651
office_1_00105 0 1 2 0.03520841471728215 0.027816347683377783
office_1_00105 0 1 3 0.03520841471728215 0.13584111912928123
office_1_00105 0 1 4 0.03520841471728215 -0.11799077737202651
office_1_00110 0 1 2 0.07696094185768833 0.02346062819702113
office_1_00110 0 1 3 0.07696094185768833 0.16881407460325426
office_1_00110 0 1 4 0.07696094185768833 -0.07839450587990415
office_1_00111 0 1 2 0.07696094185768833 0.02346062819702113
office_1_00111 0 1 3 0.07696094185768833 0.16881407460325426
office_1_00111 0 1 4 0.07696094185768833 -0.07839450587990415
office_1_00112 0 1 2 0.07696094185768833 0.02346062819702113
office_1_00112 0 1 3 0.07696094185768833 0.16881407460325426
office_1_00112 0 1 4 0.07696094185768833 -0.07839450587990415
office_1_00113 0 1 2 0.07696094185768833 0.02346062819702113
office_1_00113 0 1 3 0.07696094185768833 0.16881407460325426
office_1_00113 0 1 4 0.07696094185768833 -0.07839450587990415
office_1_00114 0 1 2 0.07696094185768833 0.02346062819702113
office_1_00114 0 1 3 0.07696094185768833 0.16881407460325426
office_1_00114 0 1 4 0.07696094185768833 -0.07839450587990415
office_1_00115 0 1 2 0.07696094185768833 0.02346062819702113
office_1_00115 0 1 3 0.07696094185768833 0.16881407460325426
office_1_00115 0 1 4 0.07696094185768833 -0.07839450587990415
office_1_00120 0 1 2 0.07451990451599784 0.07289056056685472
office_1_00120 0 1 3 0.07451990451599784 0.16547348818414
office_1_00120 0 1 4 0.07451990451599784 -0.1070641432989714
office_1_00121 0 1 2 0.07451990451599784 0.07289056056685472
office_1_00121 0 1 3 0.07451990451599784 0.16547348818414
office_1_00121 0 1 4 0.07451990451599784 -0.1070641432989714
office_1_00122 0 1 2 0.07451990451599784 0.07289056056685472
office_1_00122 0 1 3 0.07451990451599784 0.16547348818414
office_1_00122 0 1 4 0.07451990451599784 -0.1070641432989714
office_1_00123 0 1 2 0.07451990451599784 0.07289056056685472
office_1_00123 0 1 3 0.07451990451599784 0.16547348818414
office_1_00123 0 1 4 0.07451990451599784 -0.1070641432989714
office_1_00124 0 1 2 0.07451990451599784 0.07289056056685472
office_1_00124 0 1 3 0.07451990451599784 0.16547348818414
office_1_00124 0 1 4 0.07451990451599784 -0.1070641432989714
office_1_00125 0 1 2 0.07451990451599784 0.07289056056685472
office_1_00125 0 1 3 0.07451990451599784 0.16547348818414
office_1_00125 0 1 4 0.07451990451599784 -0.1070641432989714
office_1_00130 0 1 2 0.07498559403510463 0.05553075471123106
office_1_00130 0 1 3 0.07498559403510463 0.1252470198547479
office_1_00130 0 1 4 0.07498559403510463 -0.17626908612054196
office_1_00131 0 1 2 0.07498559403510463 0.05553075471123106
office_1_00131 0 1 3 0.07498559403510463 0.1252470198547479
office_1_00131 0 1 4 0.07498559403510463 -0.17626908612054196
office_1_00132 0 1 2 0.07498559403510463 0.05553075471123106
office_1_00132 0 1 3 0.07498559403510463 0.1252470198547479
office_1_00132 0 1 4 0.07498559403510463 -0.17626908612054196
office_1_00133 0 1 2 0.07498559403510463 0.05553075471123106
office_1_00133 0 1 3 0.07498559403510463 0.1252470198547479
office_1_00133 0 1 4 0.07498559403510463 -0.17626908612054196
office_1_00134 0 1 2 0.07498559403510463 0.05553075471123106
office_1_00134 0 1 3 0.07498559403510463 0.1252470198547479
office_1_00134 0 1 4 0.07498559403510463 -0.17626908612054196
office_1_00135 0 1 2 0.07498559403510463 0.05553075471123106
office_1_00135 0 1 3 0.07498559403510463 0.1252470198547479
office_1_00135 0 1 4 0.07498559403510463 -0.17626908612054196
office_1_00140 0 1 2 0.0811578520079825 0.023185273622921037
office_1_00140 0 1 3 0.0811578520079825 0.10735375236921162
office_1_00140 0 1 4 0.0811578520079825 -0.14739439303632995
office_1_00141 0 1 2 0.0811578520079825 0.023185273622921037
office_1_00141 0 1 3 0.0811578520079825 0.10735375236921162
office_1_00141 0 1 4 0.0811578520079825 -0.14739439303632995
office_1_00142 0 1 2 0.0811578520079825 0.023185273622921037
office_1_00142 0 1 3 0.0811578520079825 0.10735375236921162
office_1_00142 0 1 4 0.0811578520079825 -0.14739439303632995
office_1_00143 0 1 2 0.0811578520079825 0.023185273622921037
office_1_00143 0 1 3 0.0811578520079825 0.10735375236921162
office_1_00143 0 1 4 0.0811578520079825 -0.14739439303632995
office_1_00144 0 1 2 0.0811578520079825 0.023185273622921037
office_1_00144 0 1 3 0.0811578520079825 0.10735375236921162
office_1_00144 0 1 4 0.0811578520079825 -0.14739439303632995
office_1_00145 0 1 2 0.0811578520079825 0.023185273622921037
office_1_00145 0 1 3 0.0811578520079825 0.10735375236921162
office_1_00145 0 1 4 0.0811578520079825 -0.14739439303632995
office_1_00150 0 1 2 0.050446131319104484 0.03623728192391615
office_1_00150 0 1 3 0.050446131319104484 0.1420947654188231
office_1_00150 0 1 4 0.050446131319104484 -0.12116690322502696
office_1_00151 0 1 2 0.050446131319104484 0.03623728192391615
office_1_00151 0 1 3 0.050446131319104484 0.1420947654188231
office_1_00151 0 1 4 0.050446131319104484 -0.12116690322502696
office_1_00152 0 1 2 0.050446131319104484 0.03623728192391615
office_1_00152 0 1 3 0.050446131319104484 0.1420947654188231
office_1_00152 0 1 4 0.050446131319104484 -0.12116690322502696
office_1_00153 0 1 2 0.050446131319104484 0.03623728192391615
office_1_00153 0 1 3 0.050446131319104484 0.1420947654188231
office_1_00153 0 1 4 0.050446131319104484 -0.12116690322502696
office_1_00154 0 1 2 0.050446131319104484 0.03623728192391615
office_1_00154 0 1 3 0.050446131319104484 0.1420947654188231
office_1_00154 0 1 4 0.050446131319104484 -0.12116690322502696
office_1_00155 0 1 2 0.050446131319104484 0.03623728192391615
office_1_00155 0 1 3 0.050446131319104484 0.1420947654188231
office_1_00155 0 1 4 0.050446131319104484 -0.12116690322502696
office_1_00160 0 1 2 0.09257075106269891 0.053567741775203265
office_1_00160 0 1 3 0.09257075106269891 0.15031276407924685
office_1_00160 0 1 4 0.09257075106269891 -0.11982501613743522
office_1_00161 0 1 2 0.09257075106269891 0.053567741775203265
office_1_00161 0 1 3 0.09257075106269891 0.15031276407924685
office_1_00161 0 1 4 0.09257075106269891 -0.11982501613743522
office_1_00162 0 1 2 0.09257075106269891 0.053567741775203265
office_1_00162 0 1 3 0.09257075106269891 0.15031276407924685
office_1_00162 0 1 4 0.09257075106269891 -0.11982501613743522
office_1_00163 0 1 2 0.09257075106269891 0.053567741775203265
office_1_00163 0 1 3 0.09257075106269891 0.15031276407924685
office_1_00163 0 1 4 0.09257075106269891 -0.11982501613743522
office_1_00164 0 1 2 0.09257075106269891 0.053567741775203265
office_1_00164 0 1 3 0.09257075106269891 0.15031276407924685
office_1_00164 0 1 4 0.09257075106269891 -0.11982501613743522
office_1_00165 0 1 2 0.09257075106269891 0.053567741775203265
office_1_00165 0 1 3 0.09257075106269891 0.15031276407924685
office_1_00165 0 1 4 0.09257075106269891 -0.11982501613743522
office_1_00170 0 1 2 0.054227262172062696 0.020804204663266615
office_1_00170 0 1 3 0.054227262172062696 0.15706964149372288
office_1_00170 0 1 4 0.054227262172062696 -0.07010684665160866
office_1_00171 0 1 2 0.054227262172062696 0.020804204663266615
office_1_00171 0 1 3 0.054227262172062696 0.15706964149372288
office_1_00171 0 1 4 0.054227262172062696 -0.07010684665160866
office_1_00172 0 1 2 0.054227262172062696 0.020804204663266615
office_1_00172 0 1 3 0.054227262172062696 0.15706964149372288
office_1_00172 0 1 4 0.054227262172062696 -0.07010684665160866
office_1_00173 0 1 2 0.054227262172062696 0.020804204663266615
office_1_00173 0 1 3 0.054227262172062696 0.15706964149372288
office_1_00173 0 1 4 0.054227262172062696 -0.07010684665160866
office_1_00174 0 1 2 0.054227262172062696 0.020804204663266615
office_1_00174 0 1 3 0.054227262172062696 0.15706964149372288
office_1_00174 0 1 4 0.054227262172062696 -0.07010684665160866
office_1_00175 0 1 2 0.054227262172062696 0.020804204663266615
office_1_00175 0 1 3 0.054227262172062696 0.15706964149372288
office_1_00175 0 1 4 0.054227262172062696 -0.07010684665160866
office_1_00180 0 1 2 0.054538128062286376 0.040054586327695374
office_1_00180 0 1 3 0.054538128062286376 0.17077722024381825
office_1_00180 0 1 4 0.054538128062286376 -0.17650620544881152
office_1_00181 0 1 2 0.054538128062286376 0.040054586327695374
office_1_00181 0 1 3 0.054538128062286376 0.17077722024381825
office_1_00181 0 1 4 0.054538128062286376 -0.17650620544881152
office_1_00182 0 1 2 0.054538128062286376 0.040054586327695374
office_1_00182 0 1 3 0.054538128062286376 0.17077722024381825
office_1_00182 0 1 4 0.054538128062286376 -0.17650620544881152
office_1_00183 0 1 2 0.054538128062286376 0.040054586327695374
office_1_00183 0 1 3 0.054538128062286376 0.17077722024381825
office_1_00183 0 1 4 0.054538128062286376 -0.17650620544881152
office_1_00184 0 1 2 0.054538128062286376 0.040054586327695374
office_1_00184 0 1 3 0.054538128062286376 0.17077722024381825
office_1_00184 0 1 4 0.054538128062286376 -0.17650620544881152
office_1_00185 0 1 2 0.054538128062286376 0.040054586327695374
office_1_00185 0 1 3 0.054538128062286376 0.17077722024381825
office_1_00185 0 1 4 0.054538128062286376 -0.17650620544881152
office_1_00190 0 1 2 0.11100549703703695 0.09529246110388183
office_1_00190 0 1 3 0.11100549703703695 0.1717843541507379
office_1_00190 0 1 4 0.11100549703703695 -0.15335557611291317
office_1_00191 0 1 2 0.11100549703703695 0.09529246110388183
office_1_00191 0 1 3 0.11100549703703695 0.1717843541507379
office_1_00191 0 1 4 0.11100549703703695 -0.15335557611291317
office_1_00192 0 1 2 0.11100549703703695 0.09529246110388183
office_1_00192 0 1 3 0.11100549703703695 0.1717843541507379
office_1_00192 0 1 4 0.11100549703703695 -0.15335557611291317
office_1_00193 0 1 2 0.11100549703703695 0.09529246110388183
office_1_00193 0 1 3 0.11100549703703695 0.1717843541507379
office_1_00193 0 1 4 0.11100549703703695 -0.15335557611291317
office_1_00194 0 1 2 0.11100549703703695 0.09529246110388183
office_1_00194 0 1 3 0.11100549703703695 0.1717843541507379
office_1_00194 0 1 4 0.11100549703703695 -0.15335557611291317
office_1_00195 0 1 2 0.11100549703703695 0.09529246110388183
office_1_00195 0 1 3 0.11100549703703695 0.1717843541507379
office_1_00195 0 1 4 0.11100549703703695 -0.15335557611291317
office_1_00200 0 1 2 0.08418579951282412 0.054275322904063034
office_1_00200 0 1 3 0.08418579951282412 0.13865371991458864
office_1_00200 0 1 4 0.08418579951282412 -0.1575790572744118
office_1_00201 0 1 2 0.08418579951282412 0.054275322904063034
office_1_00201 0 1 3 0.08418579951282412 0.13865371991458864
office_1_00201 0 1 4 0.08418579951282412 -0.1575790572744118
office_1_00202 0 1 2 0.08418579951282412 0.054275322904063034
office_1_00202 0 1 3 0.08418579951282412 0.13865371991458864
office_1_00202 0 1 4 0.08418579951282412 -0.1575790572744118
office_1_00203 0 1 2 0.08418579951282412 0.054275322904063034
office_1_00203 0 1 3 0.08418579951282412 0.13865371991458864
office_1_00203 0 1 4 0.08418579951282412 -0.1575790572744118
office_1_00204 0 1 2 0.08418579951282412 0.054275322904063034
office_1_00204 0 1 3 0.08418579951282412 0.13865371991458864
office_1_00204 0 1 4 0.08418579951282412 -0.1575790572744118
office_1_00205 0 1 2 0.08418579951282412 0.054275322904063034
office_1_00205 0 1 3 0.08418579951282412 0.13865371991458864
office_1_00205 0 1 4 0.08418579951282412 -0.1575790572744118
office_1_00210 0 1 2 0.08030895183117114 0.03246648149400459
office_1_00210 0 1 3 0.08030895183117114 0.0947465680217566
office_1_00210 0 1 4 0.08030895183117114 -0.089422125019541
office_1_00211 0 1 2 0.08030895183117114 0.03246648149400459
office_1_00211 0 1 3 0.08030895183117114 0.0947465680217566
office_1_00211 0 1 4 0.08030895183117114 -0.089422125019541
office_1_00212 0 1 2 0.08030895183117114 0.03246648149400459
office_1_00212 0 1 3 0.08030895183117114 0.0947465680217566
office_1_00212 0 1 4 0.08030895183117114 -0.089422125019541
office_1_00213 0 1 2 0.08030895183117114 0.03246648149400459
office_1_00213 0 1 3 0.08030895183117114 0.0947465680217566
office_1_00213 0 1 4 0.08030895183117114 -0.089422125019541
office_1_00214 0 1 2 0.08030895183117114 0.03246648149400459
office_1_00214 0 1 3 0.08030895183117114 0.0947465680217566
office_1_00214 0 1 4 0.08030895183117114 -0.089422125019541
office_1_00215 0 1 2 0.08030895183117114 0.03246648149400459
office_1_00215 0 1 3 0.08030895183117114 0.0947465680217566
office_1_00215 0 1 4 0.08030895183117114 -0.089422125019541
office_1_00220 0 1 2 0.09573990351314025 0.05947095982329212
office_1_00220 0 1 3 0.09573990351314025 0.12114639099218234
office_1_00220 0 1 4 0.09573990351314025 -0.09605591639805403
office_1_00221 0 1 2 0.09573990351314025 0.05947095982329212
office_1_00221 0 1 3 0.09573990351314025 0.12114639099218234
office_1_00221 0 1 4 0.09573990351314025 -0.09605591639805403
office_1_00222 0 1 2 0.09573990351314025 0.05947095982329212
office_1_00222 0 1 3 0.09573990351314025 0.12114639099218234
office_1_00222 0 1 4 0.09573990351314025 -0.09605591639805403
office_1_00223 0 1 2 0.09573990351314025 0.05947095982329212
office_1_00223 0 1 3 0.09573990351314025 0.12114639099218234
office_1_00223 0 1 4 0.09573990351314025 -0.09605591639805403
office_1_00224 0 1 2 0.09573990351314025 0.05947095982329212
office_1_00224 0 1 3 0.09573990351314025 0.12114639099218234
office_1_00224 0 1 4 0.09573990351314025 -0.09605591639805403
office_1_00225 0 1 2 0.09573990351314025 0.05947095982329212
office_1_00225 0 1 3 0.09573990351314025 0.12114639099218234
office_1_00225 0 1 4 0.09573990351314025 -0.09605591639805403
office_1_00230 0 1 2 0.07935418166550615 0.05591258951423808
office_1_00230 0 1 3 0.07935418166550615 0.1452431881939973
office_1_00230 0 1 4 0.07935418166550615 -0.09185860250749217
office_1_00231 0 1 2 0.07935418166550615 0.05591258951423808
office_1_00231 0 1 3 0.07935418166550615 0.1452431881939973
office_1_00231 0 1 4 0.07935418166550615 -0.09185860250749217
office_1_00232 0 1 2 0.07935418166550615 0.05591258951423808
office_1_00232 0 1 3 0.07935418166550615 0.1452431881939973
office_1_00232 0 1 4 0.07935418166550615 -0.09185860250749217
office_1_00233 0 1 2 0.07935418166550615 0.05591258951423808
office_1_00233 0 1 3 0.07935418166550615 0.1452431881939973
office_1_00233 0 1 4 0.07935418166550615 -0.09185860250749217
office_1_00234 0 1 2 0.07935418166550615 0.05591258951423808
office_1_00234 0 1 3 0.07935418166550615 0.1452431881939973
office_1_00234 0 1 4 0.07935418166550615 -0.09185860250749217
office_1_00235 0 1 2 0.07935418166550615 0.05591258951423808
office_1_00235 0 1 3 0.07935418166550615 0.1452431881939973
office_1_00235 0 1 4 0.07935418166550615 -0.09185860250749217
office_1_00240 0 1 2 0.06998422407072968 0.032927612614143245
office_1_00240 0 1 3 0.06998422407072968 0.15889384926612332
office_1_00240 0 1 4 0.06998422407072968 -0.07610351929479496
office_1_00241 0 1 2 0.06998422407072968 0.032927612614143245
office_1_00241 0 1 3 0.06998422407072968 0.15889384926612332
office_1_00241 0 1 4 0.06998422407072968 -0.07610351929479496
office_1_00242 0 1 2 0.06998422407072968 0.032927612614143245
office_1_00242 0 1 3 0.06998422407072968 0.15889384926612332
office_1_00242 0 1 4 0.06998422407072968 -0.07610351929479496
office_1_00243 0 1 2 0.06998422407072968 0.032927612614143245
office_1_00243 0 1 3 0.06998422407072968 0.15889384926612332
office_1_00243 0 1 4 0.06998422407072968 -0.07610351929479496
office_1_00244 0 1 2 0.06998422407072968 0.032927612614143245
office_1_00244 0 1 3 0.06998422407072968 0.15889384926612332
