office_2_00000 0 1 2 0.08706629985461284 0.04900402767625862
office_2_00084 0 1 3 0.08851744897029393 0.13292515183731135
office_2_00084 0 1 4 0.08851744897029393 -0.17933055457003677
office_2_00085 0 1 2 0.08851744897029393 0.08764556601959307
office_2_00085 0 1 3 0.08851744897029393 0.13292515183731135
office_2_00085 0 1 4 0.08851744897029393 -0.17933055457003677
office_2_00090 0 1 2 0.04641045468058461 0.02158971898869663
office_2_00090 0 1 3 0.04641045468058461 0.14150759934230336
office_2_00090 0 1 4 0.04641045468058461 -0.11214116669885635
office_2_00091 0 1 2 0.04641045468058461 0.02158971898869663
office_2_00091 0 1 3 0.04641045468058461 0.14150759934230336
office_2_00091 0 1 4 0.04641045468058461 -0.11214116669885635
office_2_00092 0 1 2 0.04641045468058461 0.02158971898869663
office_2_00092 0 1 3 0.04641045468058461 0.14150759934230336
office_2_00092 0 1 4 0.04641045468058461 -0.11214116669885635
office_2_00093 0 1 2 0.04641045468058461 0.02158971898869663
office_2_00093 0 1 3 0.04641045468058461 0.14150759934230336
office_2_00093 0 1 4 0.04641045468058461 -0.11214116669885635
office_2_00094 0 1 2 0.04641045468058461 0.02158971898869663
office_2_00094 0 1 3 0.04641045468058461 0.14150759934230336
office_2_00094 0 1 4 0.04641045468058461 -0.11214116669885635
office_2_00095 0 1 2 0.04641045468058461 0.02158971898869663
office_2_00095 0 1 3 0.04641045468058461 0.14150759934230336
office_2_00095 0 1 4 0.04641045468058461 -0.11214116669885635
office_2_00100 0 1 2 0.11471260288143266 0.10333456831538194
office_2_00100 0 1 3 0.11471260288143266 0.15087709886508804
office_2_00100 0 1 4 0.11471260288143266 -0.17047254189208
office_2_00101 0 1 2 0.11471260288143266 0.10333456831538194
office_2_00101 0 1 3 0.11471260288143266 0.15087709886508804
office_2_00101 0 1 4 0.11471260288143266 -0.17047254189208
office_2_00102 0 1 2 0.11471260288143266 0.10333456831538194
office_2_00102 0 1 3 0.11471260288143266 0.15087709886508804
office_2_00102 0 1 4 0.11471260288143266 -0.17047254189208
office_2_00103 0 1 2 0.11471260288143266 0.10333456831538194
office_2_00103 0 1 3 0.11471260288143266 0.15087709886508804
office_2_00103 0 1 4 0.11471260288143266 -0.17047254189208
office_2_00104 0 1 2 0.11471260288143266 0.10333456831538194
office_2_00104 0 1 3 0.11471260288143266 0.15087709886508804
office_2_00104 0 1 4 0.11471260288143266 -0.17047254189208
office_2_00105 0 1 2 0.11471260288143266 0.10333456831538194
office_2_00105 0 1 3 0.11471260288143266 0.15087709886508804
office_2_00105 0 1 4 0.11471260288143266 -0.17047254189208
office_2_00110 0 1 2 0.10172283651987932 0.09505137135319154
office_2_00110 0 1 3 0.10172283651987932 0.16716577172488145
office_2_00110 0 1 4 0.10172283651987932 -0.13523705368310557
office_2_00111 0 1 2 0.10172283651987932 0.09505137135319154
office_2_00111 0 1 3 0.10172283651987932 0.16716577172488145
office_2_00111 0 1 4 0.10172283651987932 -0.13523705368310557
office_2_00112 0 1 2 0.10172283651987932 0.09505137135319154
office_2_00112 0 1 3 0.10172283651987932 0.16716577172488145
office_2_00112 0 1 4 0.10172283651987932 -0.13523705368310557
office_2_00113 0 1 2 0.10172283651987932 0.09505137135319154
office_2_00113 0 1 3 0.10172283651987932 0.16716577172488145
office_2_00113 0 1 4 0.10172283651987932 -0.13523705368310557
office_2_00114 0 1 2 0.10172283651987932 0.09505137135319154
office_2_00114 0 1 3 0.10172283651987932 0.16716577172488145
office_2_00114 0 1 4 0.10172283651987932 -0.13523705368310557
office_2_00115 0 1 2 0.10172283651987932 0.09505137135319154
office_2_00115 0 1 3 0.10172283651987932 0.16716577172488145
office_2_00115 0 1 4 0.10172283651987932 -0.13523705368310557
office_2_00120 0 1 2 0.05998510720361677 0.026518592925316515
office_2_00120 0 1 3 0.05998510720361677 0.17611296209037447
office_2_00120 0 1 4 0.05998510720361677 -0.06671316714017678
office_2_00121 0 1 2 0.05998510720361677 0.026518592925316515
office_2_00121 0 1 3 0.05998510720361677 0.17611296209037447
office_2_00121 0 1 4 0.05998510720361677 -0.06671316714017678
office_2_00122 0 1 2 0.05998510720361677 0.026518592925316515
office_2_00122 0 1 3 0.05998510720361677 0.17611296209037447
office_2_00122 0 1 4 0.05998510720361677 -0.06671316714017678
office_2_00123 0 1 2 0.05998510720361677 0.026518592925316515
office_2_00123 0 1 3 0.05998510720361677 0.17611296209037447
office_2_00123 0 1 4 0.05998510720361677 -0.06671316714017678
office_2_00124 0 1 2 0.05998510720361677 0.026518592925316515
office_2_00124 0 1 3 0.05998510720361677 0.17611296209037447
office_2_00124 0 1 4 0.05998510720361677 -0.06671316714017678
office_2_00125 0 1 2 0.05998510720361677 0.026518592925316515
office_2_00125 0 1 3 0.05998510720361677 0.17611296209037447
office_2_00125 0 1 4 0.05998510720361677 -0.06671316714017678
office_2_00130 0 1 2 0.04082028938143256 0.03487319347385051
office_2_00130 0 1 3 0.04082028938143256 0.06614732461868346
office_2_00130 0 1 4 0.04082028938143256 -0.17177393043199032
office_2_00131 0 1 2 0.04082028938143256 0.03487319347385051
office_2_00131 0 1 3 0.04082028938143256 0.06614732461868346
office_2_00131 0 1 4 0.04082028938143256 -0.17177393043199032
office_2_00132 0 1 2 0.04082028938143256 0.03487319347385051
office_2_00132 0 1 3 0.04082028938143256 0.06614732461868346
office_2_00132 0 1 4 0.04082028938143256 -0.17177393043199032
office_2_00133 0 1 2 0.04082028938143256 0.03487319347385051
office_2_00133 0 1 3 0.04082028938143256 0.06614732461868346
office_2_00133 0 1 4 0.04082028938143256 -0.17177393043199032
office_2_00134 0 1 2 0.04082028938143256 0.03487319347385051
office_2_00134 0 1 3 0.04082028938143256 0.06614732461868346
office_2_00134 0 1 4 0.04082028938143256 -0.17177393043199032
office_2_00135 0 1 2 0.04082028938143256 0.03487319347385051
office_2_00135 0 1 3 0.04082028938143256 0.06614732461868346
office_2_00135 0 1 4 0.04082028938143256 -0.17177393043199032
office_2_00140 0 1 2 0.10959569993153888 0.061919365439401186
office_2_00140 0 1 3 0.10959569993153888 0.1106854680756377
office_2_00140 0 1 4 0.10959569993153888 -0.14008536425886464
office_2_00141 0 1 2 0.10959569993153888 0.061919365439401186
office_2_00141 0 1 3 0.10959569993153888 0.1106854680756377
office_2_00141 0 1 4 0.10959569993153888 -0.14008536425886464
office_2_00142 0 1 2 0.10959569993153888 0.061919365439401186
office_2_00142 0 1 3 0.10959569993153888 0.1106854680756377
office_2_00142 0 1 4 0.10959569993153888 -0.14008536425886464
office_2_00143 0 1 2 0.10959569993153888 0.061919365439401186
office_2_00143 0 1 3 0.10959569993153888 0.1106854680756377
office_2_00143 0 1 4 0.10959569993153888 -0.14008536425886464
office_2_00144 0 1 2 0.10959569993153888 0.061919365439401186
office_2_00144 0 1 3 0.10959569993153888 0.1106854680756377
office_2_00144 0 1 4 0.10959569993153888 -0.14008536425886464
office_2_00145 0 1 2 0.10959569993153888 0.061919365439401186
office_2_00145 0 1 3 0.10959569993153888 0.1106854680756377
office_2_00145 0 1 4 0.10959569993153888 -0.14008536425886464
office_2_00150 0 1 2 0.07870217312886654 0.03981705559465626
office_2_00150 0 1 3 0.07870217312886654 0.12327301677971958
office_2_00150 0 1 4 0.07870217312886654 -0.08389840188141494
office_2_00151 0 1 2 0.07870217312886654 0.03981705559465626
office_2_00151 0 1 3 0.07870217312886654 0.12327301677971958
office_2_00151 0 1 4 0.07870217312886654 -0.08389840188141494
office_2_00152 0 1 2 0.07870217312886654 0.03981705559465626
office_2_00152 0 1 3 0.07870217312886654 0.12327301677971958
office_2_00152 0 1 4 0.07870217312886654 -0.08389840188141494
office_2_00153 0 1 2 0.07870217312886654 0.03981705559465626
office_2_00153 0 1 3 0.07870217312886654 0.12327301677971958
office_2_00153 0 1 4 0.07870217312886654 -0.08389840188141494
office_2_00154 0 1 2 0.07870217312886654 0.03981705559465626
office_2_00154 0 1 3 0.07870217312886654 0.12327301677971958
office_2_00154 0 1 4 0.07870217312886654 -0.08389840188141494
office_2_00155 0 1 2 0.07870217312886654 0.03981705559465626
office_2_00155 0 1 3 0.07870217312886654 0.12327301677971958
office_2_00155 0 1 4 0.07870217312886654 -0.08389840188141494
office_2_00160 0 1 2 0.09295720496622065 0.09163454272831609
office_2_00160 0 1 3 0.09295720496622065 0.1476773832288715
office_2_00160 0 1 4 0.09295720496622065 -0.14274983895286636
office_2_00161 0 1 2 0.09295720496622065 0.09163454272831609
office_2_00161 0 1 3 0.09295720496622065 0.1476773832288715
office_2_00161 0 1 4 0.09295720496622065 -0.14274983895286636
office_2_00162 0 1 2 0.09295720496622065 0.09163454272831609
office_2_00162 0 1 3 0.09295720496622065 0.1476773832288715
office_2_00162 0 1 4 0.09295720496622065 -0.14274983895286636
office_2_00163 0 1 2 0.09295720496622065 0.09163454272831609
office_2_00163 0 1 3 0.09295720496622065 0.1476773832288715
office_2_00163 0 1 4 0.09295720496622065 -0.14274983895286636
office_2_00164 0 1 2 0.09295720496622065 0.09163454272831609
office_2_00164 0 1 3 0.09295720496622065 0.1476773832288715
office_2_00164 0 1 4 0.09295720496622065 -0.14274983895286636
office_2_00165 0 1 2 0.09295720496622065 0.09163454272831609
office_2_00165 0 1 3 0.09295720496622065 0.1476773832288715
office_2_00165 0 1 4 0.09295720496622065 -0.14274983895286636
office_2_00170 0 1 2 0.07733021624915615 0.03963865706662141
office_2_00170 0 1 3 0.07733021624915615 0.09557579880960503
office_2_00170 0 1 4 0.07733021624915615 -0.10758165292594984
office_2_00171 0 1 2 0.07733021624915615 0.03963865706662141
office_2_00171 0 1 3 0.07733021624915615 0.09557579880960503
office_2_00171 0 1 4 0.07733021624915615 -0.10758165292594984
office_2_00172 0 1 2 0.07733021624915615 0.03963865706662141
office_2_00172 0 1 3 0.07733021624915615 0.09557579880960503
office_2_00172 0 1 4 0.07733021624915615 -0.10758165292594984
office_2_00173 0 1 2 0.07733021624915615 0.03963865706662141
office_2_00173 0 1 3 0.07733021624915615 0.09557579880960503
office_2_00173 0 1 4 0.07733021624915615 -0.10758165292594984
office_2_00174 0 1 2 0.07733021624915615 0.03963865706662141
office_2_00174 0 1 3 0.07733021624915615 0.09557579880960503
office_2_00174 0 1 4 0.07733021624915615 -0.10758165292594984
office_2_00175 0 1 2 0.07733021624915615 0.03963865706662141
office_2_00175 0 1 3 0.07733021624915615 0.09557579880960503
office_2_00175 0 1 4 0.07733021624915615 -0.10758165292594984
office_2_00180 0 1 2 0.09870582677250198 0.04107154033776906
office_2_00180 0 1 3 0.09870582677250198 0.11784541637459413
office_2_00180 0 1 4 0.09870582677250198 -0.1694712872097099
office_2_00181 0 1 2 0.09870582677250198 0.04107154033776906
office_2_00181 0 1 3 0.09870582677250198 0.11784541637459413
office_2_00181 0 1 4 0.09870582677250198 -0.1694712872097099
office_2_00182 0 1 2 0.09870582677250198 0.04107154033776906
office_2_00182 0 1 3 0.09870582677250198 0.11784541637459413
office_2_00182 0 1 4 0.09870582677250198 -0.1694712872097099
office_2_00183 0 1 2 0.09870582677250198 0.04107154033776906
office_2_00183 0 1 3 0.09870582677250198 0.11784541637459413
office_2_00183 0 1 4 0.09870582677250198 -0.1694712872097099
office_2_00184 0 1 2 0.09870582677250198 0.04107154033776906
office_2_00184 0 1 3 0.09870582677250198 0.11784541637459413
office_2_00184 0 1 4 0.09870582677250198 -0.1694712872097099
office_2_00185 0 1 2 0.09870582677250198 0.04107154033776906
office_2_00185 0 1 3 0.09870582677250198 0.11784541637459413
office_2_00185 0 1 4 0.09870582677250198 -0.1694712872097099
office_2_00190 0 1 2 0.09098918682033086 0.06141404954606269
office_2_00190 0 1 3 0.09098918682033086 0.11587009518282967
office_2_00190 0 1 4 0.09098918682033086 -0.10687731753824356
office_2_00191 0 1 2 0.09098918682033086 0.06141404954606269
office_2_00191 0 1 3 0.09098918682033086 0.11587009518282967
office_2_00191 0 1 4 0.09098918682033086 -0.10687731753824356
office_2_00192 0 1 2 0.09098918682033086 0.06141404954606269
office_2_00192 0 1 3 0.09098918682033086 0.11587009518282967
office_2_00192 0 1 4 0.09098918682033086 -0.10687731753824356
office_2_00193 0 1 2 0.09098918682033086 0.06141404954606269
office_2_00193 0 1 3 0.09098918682033086 0.11587009518282967
office_2_00193 0 1 4 0.09098918682033086 -0.10687731753824356
office_2_00194 0 1 2 0.09098918682033086 0.06141404954606269
office_2_00194 0 1 3 0.09098918682033086 0.11587009518282967
office_2_00194 0 1 4 0.09098918682033086 -0.10687731753824356
office_2_00195 0 1 2 0.09098918682033086 0.06141404954606269
office_2_00195 0 1 3 0.09098918682033086 0.11587009518282967
office_2_00195 0 1 4 0.09098918682033086 -0.10687731753824356
office_2_00200 0 1 2 0.047371044541476 0.02592353349626537
office_2_00200 0 1 3 0.047371044541476 0.1524711724630871
office_2_00200 0 1 4 0.047371044541476 -0.05785824496922261
office_2_00201 0 1 2 0.047371044541476 0.02592353349626537
office_2_00201 0 1 3 0.047371044541476 0.1524711724630871
office_2_00201 0 1 4 0.047371044541476 -0.05785824496922261
office_2_00202 0 1 2 0.047371044541476 0.02592353349626537
office_2_00202 0 1 3 0.047371044541476 0.1524711724630871
office_2_00202 0 1 4 0.047371044541476 -0.05785824496922261
office_2_00203 0 1 2 0.047371044541476 0.02592353349626537
office_2_00203 0 1 3 0.047371044541476 0.1524711724630871
office_2_00203 0 1 4 0.047371044541476 -0.05785824496922261
office_2_00204 0 1 2 0.047371044541476 0.02592353349626537
office_2_00204 0 1 3 0.047371044541476 0.1524711724630871
office_2_00204 0 1 4 0.047371044541476 -0.05785824496922261
office_2_00205 0 1 2 0.047371044541476 0.02592353349626537
office_2_00205 0 1 3 0.047371044541476 0.1524711724630871
office_2_00205 0 1 4 0.047371044541476 -0.05785824496922261
office_2_00210 0 1 2 0.047294398929692054 0.030192879851696792
office_2_00210 0 1 3 0.047294398929692054 0.13670321468242064
office_2_00210 0 1 4 0.047294398929692054 -0.09436100993607653
office_2_00211 0 1 2 0.047294398929692054 0.030192879851696792
office_2_00211 0 1 3 0.047294398929692054 0.13670321468242064
office_2_00211 0 1 4 0.047294398929692054 -0.09436100993607653
office_2_00212 0 1 2 0.047294398929692054 0.030192879851696792
office_2_00212 0 1 3 0.047294398929692054 0.13670321468242064
office_2_00212 0 1 4 0.047294398929692054 -0.09436100993607653
office_2_00213 0 1 2 0.047294398929692054 0.030192879851696792
office_2_00213 0 1 3 0.047294398929692054 0.13670321468242064
office_2_00213 0 1 4 0.047294398929692054 -0.09436100993607653
office_2_00214 0 1 2 0.047294398929692054 0.030192879851696792
office_2_00214 0 1 3 0.047294398929692054 0.13670321468242064
office_2_00214 0 1 4 0.047294398929692054 -0.09436100993607653
office_2_00215 0 1 2 0.047294398929692054 0.030192879851696792
office_2_00215 0 1 3 0.047294398929692054 0.13670321468242064
office_2_00215 0 1 4 0.047294398929692054 -0.09436100993607653
office_2_00220 0 1 2 0.10216728258072579 0.020430381897209395
office_2_00220 0 1 3 0.10216728258072579 0.1717177762326475
office_2_00220 0 1 4 0.10216728258072579 -0.14011788803330072
office_2_00221 0 1 2 0.10216728258072579 0.020430381897209395
office_2_00221 0 1 3 0.10216728258072579 0.1717177762326475
office_2_00221 0 1 4 0.10216728258072579 -0.14011788803330072
office_2_00222 0 1 2 0.10216728258072579 0.020430381897209395
office_2_00222 0 1 3 0.10216728258072579 0.1717177762326475
office_2_00222 0 1 4 0.10216728258072579 -0.14011788803330072
office_2_00223 0 1 2 0.10216728258072579 0.020430381897209395
office_2_00223 0 1 3 0.10216728258072579 0.1717177762326475
office_2_00223 0 1 4 0.10216728258072579 -0.14011788803330072
office_2_00224 0 1 2 0.10216728258072579 0.020430381897209395
office_2_00224 0 1 3 0.10216728258072579 0.1717177762326475
office_2_00224 0 1 4 0.10216728258072579 -0.14011788803330072
office_2_00225 0 1 2 0.10216728258072579 0.020430381897209395
office_2_00225 0 1 3 0.10216728258072579 0.1717177762326475
office_2_00225 0 1 4 0.10216728258072579 -0.14011788803330072
office_2_00230 0 1 2 0.045554079017330974 0.0454838649379633
office_2_00230 0 1 3 0.045554079017330974 0.1641612891173491
office_2_00230 0 1 4 0.045554079017330974 -0.13721572481400482
office_2_00231 0 1 2 0.045554079017330974 0.0454838649379633
office_2_00231 0 1 3 0.045554079017330974 0.1641612891173491
office_2_00231 0 1 4 0.045554079017330974 -0.13721572481400482
office_2_00232 0 1 2 0.045554079017330974 0.0454838649379633
office_2_00232 0 1 3 0.045554079017330974 0.1641612891173491
office_2_00232 0 1 4 0.045554079017330974 -0.13721572481400482
office_2_00233 0 1 2 0.045554079017330974 0.0454838649379633
office_2_00233 0 1 3 0.045554079017330974 0.1641612891173491
office_2_00233 0 1 4 0.045554079017330974 -0.13721572481400482
office_2_00234 0 1 2 0.045554079017330974 0.0454838649379633
office_2_00234 0 1 3 0.045554079017330974 0.1641612891173491
office_2_00234 0 1 4 0.045554079017330974 -0.13721572481400482
office_2_00235 0 1 2 0.045554079017330974 0.0454838649379633
office_2_00235 0 1 3 0.045554079017330974 0.1641612891173491
office_2_00235 0 1 4 0.045554079017330974 -0.13721572481400482
office_2_00240 0 1 2 0.10441080924643632 0.08881672090718963
office_2_00240 0 1 3 0.10441080924643632 0.12199553929670581
office_2_00240 0 1 4 0.10441080924643632 -0.17632116694966038
office_2_00241 0 1 2 0.10441080924643632 0.08881672090718963
office_2_00241 0 1 3 0.10441080924643632 0.12199553929670581
office_2_00241 0 1 4 0.10441080924643632 -0.17632116694966038
office_2_00242 0 1 2 0.10441080924643632 0.08881672090718963
office_2_00242 0 1 3 0.10441080924643632 0.12199553929670581
office_2_00242 0 1 4 0.10441080924643632 -0.17632116694966038
office_2_00243 0 1 2 0.10441080924643632 0.08881672090718963
office_2_00243 0 1 3 0.10441080924643632 0.12199553929670581
office_2_00243 0 1 4 0.10441080924643632 -0.17632116694966038
office_2_00244 0 1 2 0.10441080924643632 0.08881672090718963
office_2_00244 0 1 3 0.10441080924643632 0.12199553929670581
