office_3_00000 0 1 2 0.11593044361855274 0.062475442290912175
office_3_00014 0 1 4 0.03938602298167641 -0.1067109488607721
office_3_00015 0 1 2 0.03938602298167641 0.033145528361444555
office_3_00015 0 1 3 0.03938602298167641 0.059985816206810594
office_3_00015 0 1 4 0.03938602298167641 -0.1067109488607721
office_3_00020 0 1 2 0.06284737775343435 0.04021319947017324
office_3_00020 0 1 3 0.06284737775343435 0.0785455236047786
office_3_00020 0 1 4 0.06284737775343435 -0.12867435493141682
office_3_00021 0 1 2 0.06284737775343435 0.04021319947017324
office_3_00021 0 1 3 0.06284737775343435 0.0785455236047786
office_3_00021 0 1 4 0.06284737775343435 -0.12867435493141682
office_3_00022 0 1 2 0.06284737775343435 0.04021319947017324
office_3_00022 0 1 3 0.06284737775343435 0.0785455236047786
office_3_00022 0 1 4 0.06284737775343435 -0.12867435493141682
office_3_00023 0 1 2 0.06284737775343435 0.04021319947017324
office_3_00023 0 1 3 0.06284737775343435 0.0785455236047786
office_3_00023 0 1 4 0.06284737775343435 -0.12867435493141682
office_3_00024 0 1 2 0.06284737775343435 0.04021319947017324
office_3_00024 0 1 3 0.06284737775343435 0.0785455236047786
office_3_00024 0 1 4 0.06284737775343435 -0.12867435493141682
office_3_00025 0 1 2 0.06284737775343435 0.04021319947017324
office_3_00025 0 1 3 0.06284737775343435 0.0785455236047786
office_3_00025 0 1 4 0.06284737775343435 -0.12867435493141682
office_3_00030 0 1 2 0.07934939844302219 0.05798513298912521
office_3_00030 0 1 3 0.07934939844302219 0.12949958409122078
office_3_00030 0 1 4 0.07934939844302219 -0.08480395677696936
office_3_00031 0 1 2 0.07934939844302219 0.05798513298912521
office_3_00031 0 1 3 0.07934939844302219 0.12949958409122078
office_3_00031 0 1 4 0.07934939844302219 -0.08480395677696936
office_3_00032 0 1 2 0.07934939844302219 0.05798513298912521
office_3_00032 0 1 3 0.07934939844302219 0.12949958409122078
office_3_00032 0 1 4 0.07934939844302219 -0.08480395677696936
office_3_00033 0 1 2 0.07934939844302219 0.05798513298912521
office_3_00033 0 1 3 0.07934939844302219 0.12949958409122078
office_3_00033 0 1 4 0.07934939844302219 -0.08480395677696936
office_3_00034 0 1 2 0.07934939844302219 0.05798513298912521
office_3_00034 0 1 3 0.07934939844302219 0.12949958409122078
office_3_00034 0 1 4 0.07934939844302219 -0.08480395677696936
office_3_00035 0 1 2 0.07934939844302219 0.05798513298912521
office_3_00035 0 1 3 0.07934939844302219 0.12949958409122078
office_3_00035 0 1 4 0.07934939844302219 -0.08480395677696936
office_3_00040 0 1 2 0.06894632827072383 0.06016972674720014
office_3_00040 0 1 3 0.06894632827072383 0.13968075555018575
office_3_00040 0 1 4 0.06894632827072383 -0.17988246207043848
office_3_00041 0 1 2 0.06894632827072383 0.06016972674720014
office_3_00041 0 1 3 0.06894632827072383 0.13968075555018575
office_3_00041 0 1 4 0.06894632827072383 -0.17988246207043848
office_3_00042 0 1 2 0.06894632827072383 0.06016972674720014
office_3_00042 0 1 3 0.06894632827072383 0.13968075555018575
office_3_00042 0 1 4 0.06894632827072383 -0.17988246207043848
office_3_00043 0 1 2 0.06894632827072383 0.06016972674720014
office_3_00043 0 1 3 0.06894632827072383 0.13968075555018575
office_3_00043 0 1 4 0.06894632827072383 -0.17988246207043848
office_3_00044 0 1 2 0.06894632827072383 0.06016972674720014
office_3_00044 0 1 3 0.06894632827072383 0.13968075555018575
office_3_00044 0 1 4 0.06894632827072383 -0.17988246207043848
office_3_00045 0 1 2 0.06894632827072383 0.06016972674720014
office_3_00045 0 1 3 0.06894632827072383 0.13968075555018575
office_3_00045 0 1 4 0.06894632827072383 -0.17988246207043848
office_3_00050 0 1 2 0.05472309542816779 0.052460261413946094
office_3_00050 0 1 3 0.05472309542816779 0.16306648573798702
office_3_00050 0 1 4 0.05472309542816779 -0.11979062565486362
office_3_00051 0 1 2 0.05472309542816779 0.052460261413946094
office_3_00051 0 1 3 0.05472309542816779 0.16306648573798702
office_3_00051 0 1 4 0.05472309542816779 -0.11979062565486362
office_3_00052 0 1 2 0.05472309542816779 0.052460261413946094
office_3_00052 0 1 3 0.05472309542816779 0.16306648573798702
office_3_00052 0 1 4 0.05472309542816779 -0.11979062565486362
office_3_00053 0 1 2 0.05472309542816779 0.052460261413946094
office_3_00053 0 1 3 0.05472309542816779 0.16306648573798702
office_3_00053 0 1 4 0.05472309542816779 -0.11979062565486362
office_3_00054 0 1 2 0.05472309542816779 0.052460261413946094
office_3_00054 0 1 3 0.05472309542816779 0.16306648573798702
office_3_00054 0 1 4 0.05472309542816779 -0.11979062565486362
office_3_00055 0 1 2 0.05472309542816779 0.052460261413946094
office_3_00055 0 1 3 0.05472309542816779 0.16306648573798702
office_3_00055 0 1 4 0.05472309542816779 -0.11979062565486362
office_3_00060 0 1 2 0.0551474051844769 0.046832939209141285
office_3_00060 0 1 3 0.0551474051844769 0.07746065190597409
office_3_00060 0 1 4 0.0551474051844769 -0.08653625133882656
office_3_00061 0 1 2 0.0551474051844769 0.046832939209141285
office_3_00061 0 1 3 0.0551474051844769 0.07746065190597409
office_3_00061 0 1 4 0.0551474051844769 -0.08653625133882656
office_3_00062 0 1 2 0.0551474051844769 0.046832939209141285
office_3_00062 0 1 3 0.0551474051844769 0.07746065190597409
office_3_00062 0 1 4 0.0551474051844769 -0.08653625133882656
office_3_00063 0 1 2 0.0551474051844769 0.046832939209141285
office_3_00063 0 1 3 0.0551474051844769 0.07746065190597409
office_3_00063 0 1 4 0.0551474051844769 -0.08653625133882656
office_3_00064 0 1 2 0.0551474051844769 0.046832939209141285
office_3_00064 0 1 3 0.0551474051844769 0.07746065190597409
office_3_00064 0 1 4 0.0551474051844769 -0.08653625133882656
office_3_00065 0 1 2 0.0551474051844769 0.046832939209141285
office_3_00065 0 1 3 0.0551474051844769 0.07746065190597409
office_3_00065 0 1 4 0.0551474051844769 -0.08653625133882656
office_3_00070 0 1 2 0.07041239158840593 0.053299711435556216
office_3_00070 0 1 3 0.07041239158840593 0.07916793936956798
office_3_00070 0 1 4 0.07041239158840593 -0.16890075903094376
office_3_00071 0 1 2 0.07041239158840593 0.053299711435556216
office_3_00071 0 1 3 0.07041239158840593 0.07916793936956798
office_3_00071 0 1 4 0.07041239158840593 -0.16890075903094376
office_3_00072 0 1 2 0.07041239158840593 0.053299711435556216
office_3_00072 0 1 3 0.07041239158840593 0.07916793936956798
office_3_00072 0 1 4 0.07041239158840593 -0.16890075903094376
office_3_00073 0 1 2 0.07041239158840593 0.053299711435556216
office_3_00073 0 1 3 0.07041239158840593 0.07916793936956798
office_3_00073 0 1 4 0.07041239158840593 -0.16890075903094376
office_3_00074 0 1 2 0.07041239158840593 0.053299711435556216
office_3_00074 0 1 3 0.07041239158840593 0.07916793936956798
office_3_00074 0 1 4 0.07041239158840593 -0.16890075903094376
office_3_00075 0 1 2 0.07041239158840593 0.053299711435556216
office_3_00075 0 1 3 0.07041239158840593 0.07916793936956798
office_3_00075 0 1 4 0.07041239158840593 -0.16890075903094376
office_3_00080 0 1 2 0.04290458123652902 0.03657310262737695
office_3_00080 0 1 3 0.04290458123652902 0.11473949105051845
office_3_00080 0 1 4 0.04290458123652902 -0.05816646147451256
office_3_00081 0 1 2 0.04290458123652902 0.03657310262737695
office_3_00081 0 1 3 0.04290458123652902 0.11473949105051845
office_3_00081 0 1 4 0.04290458123652902 -0.05816646147451256
office_3_00082 0 1 2 0.04290458123652902 0.03657310262737695
office_3_00082 0 1 3 0.04290458123652902 0.11473949105051845
office_3_00082 0 1 4 0.04290458123652902 -0.05816646147451256
office_3_00083 0 1 2 0.04290458123652902 0.03657310262737695
office_3_00083 0 1 3 0.04290458123652902 0.11473949105051845
office_3_00083 0 1 4 0.04290458123652902 -0.05816646147451256
office_3_00084 0 1 2 0.04290458123652902 0.03657310262737695
office_3_00084 0 1 3 0.04290458123652902 0.11473949105051845
office_3_00084 0 1 4 0.04290458123652902 -0.05816646147451256
office_3_00085 0 1 2 0.04290458123652902 0.03657310262737695
office_3_00085 0 1 3 0.04290458123652902 0.11473949105051845
office_3_00085 0 1 4 0.04290458123652902 -0.05816646147451256
office_3_00090 0 1 2 0.059618131920886414 0.03136698512715746
office_3_00090 0 1 3 0.059618131920886414 0.06580348151554533
office_3_00090 0 1 4 0.059618131920886414 -0.07491929237558329
office_3_00091 0 1 2 0.059618131920886414 0.03136698512715746
office_3_00091 0 1 3 0.059618131920886414 0.06580348151554533
office_3_00091 0 1 4 0.059618131920886414 -0.07491929237558329
office_3_00092 0 1 2 0.059618131920886414 0.03136698512715746
office_3_00092 0 1 3 0.059618131920886414 0.06580348151554533
office_3_00092 0 1 4 0.059618131920886414 -0.07491929237558329
office_3_00093 0 1 2 0.059618131920886414 0.03136698512715746
office_3_00093 0 1 3 0.059618131920886414 0.06580348151554533
office_3_00093 0 1 4 0.059618131920886414 -0.07491929237558329
office_3_00094 0 1 2 0.059618131920886414 0.03136698512715746
office_3_00094 0 1 3 0.059618131920886414 0.06580348151554533
office_3_00094 0 1 4 0.059618131920886414 -0.07491929237558329
office_3_00095 0 1 2 0.059618131920886414 0.03136698512715746
office_3_00095 0 1 3 0.059618131920886414 0.06580348151554533
office_3_00095 0 1 4 0.059618131920886414 -0.07491929237558329
office_3_00100 0 1 2 0.11167356572342252 0.05306850921857141
office_3_00100 0 1 3 0.11167356572342252 0.12192987632039179
office_3_00100 0 1 4 0.11167356572342252 -0.13068156217365798
office_3_00101 0 1 2 0.11167356572342252 0.05306850921857141
office_3_00101 0 1 3 0.11167356572342252 0.12192987632039179
office_3_00101 0 1 4 0.11167356572342252 -0.13068156217365798
office_3_00102 0 1 2 0.11167356572342252 0.05306850921857141
office_3_00102 0 1 3 0.11167356572342252 0.12192987632039179
office_3_00102 0 1 4 0.11167356572342252 -0.13068156217365798
office_3_00103 0 1 2 0.11167356572342252 0.05306850921857141
office_3_00103 0 1 3 0.11167356572342252 0.12192987632039179
office_3_00103 0 1 4 0.11167356572342252 -0.13068156217365798
office_3_00104 0 1 2 0.11167356572342252 0.05306850921857141
office_3_00104 0 1 3 0.11167356572342252 0.12192987632039179
office_3_00104 0 1 4 0.11167356572342252 -0.13068156217365798
office_3_00105 0 1 2 0.11167356572342252 0.05306850921857141
office_3_00105 0 1 3 0.11167356572342252 0.12192987632039179
office_3_00105 0 1 4 0.11167356572342252 -0.13068156217365798
office_3_00110 0 1 2 0.07039960453981992 0.0479847116424177
office_3_00110 0 1 3 0.07039960453981992 0.16552751928573542
office_3_00110 0 1 4 0.07039960453981992 -0.09041833605321765
office_3_00111 0 1 2 0.07039960453981992 0.0479847116424177
office_3_00111 0 1 3 0.07039960453981992 0.16552751928573542
office_3_00111 0 1 4 0.07039960453981992 -0.09041833605321765
office_3_00112 0 1 2 0.07039960453981992 0.0479847116424177
office_3_00112 0 1 3 0.07039960453981992 0.16552751928573542
office_3_00112 0 1 4 0.07039960453981992 -0.09041833605321765
office_3_00113 0 1 2 0.07039960453981992 0.0479847116424177
office_3_00113 0 1 3 0.07039960453981992 0.16552751928573542
office_3_00113 0 1 4 0.07039960453981992 -0.09041833605321765
office_3_00114 0 1 2 0.07039960453981992 0.0479847116424177
office_3_00114 0 1 3 0.07039960453981992 0.16552751928573542
office_3_00114 0 1 4 0.07039960453981992 -0.09041833605321765
office_3_00115 0 1 2 0.07039960453981992 0.0479847116424177
office_3_00115 0 1 3 0.07039960453981992 0.16552751928573542
office_3_00115 0 1 4 0.07039960453981992 -0.09041833605321765
office_3_00120 0 1 2 0.11132573151799258 0.06300565932317427
office_3_00120 0 1 3 0.11132573151799258 0.11442365752023993
office_3_00120 0 1 4 0.11132573151799258 -0.14821010198639029
office_3_00121 0 1 2 0.11132573151799258 0.06300565932317427
office_3_00121 0 1 3 0.11132573151799258 0.11442365752023993
office_3_00121 0 1 4 0.11132573151799258 -0.14821010198639029
office_3_00122 0 1 2 0.11132573151799258 0.06300565932317427
office_3_00122 0 1 3 0.11132573151799258 0.11442365752023993
office_3_00122 0 1 4 0.11132573151799258 -0.14821010198639029
office_3_00123 0 1 2 0.11132573151799258 0.06300565932317427
office_3_00123 0 1 3 0.11132573151799258 0.11442365752023993
office_3_00123 0 1 4 0.11132573151799258 -0.14821010198639029
office_3_00124 0 1 2 0.11132573151799258 0.06300565932317427
office_3_00124 0 1 3 0.11132573151799258 0.11442365752023993
office_3_00124 0 1 4 0.11132573151799258 -0.14821010198639029
office_3_00125 0 1 2 0.11132573151799258 0.06300565932317427
office_3_00125 0 1 3 0.11132573151799258 0.11442365752023993
office_3_00125 0 1 4 0.11132573151799258 -0.14821010198639029
office_3_00130 0 1 2 0.11412127010293682 0.0443686744940527
office_3_00130 0 1 3 0.11412127010293682 0.11831760080762412
office_3_00130 0 1 4 0.11412127010293682 -0.15306479715555996
office_3_00131 0 1 2 0.11412127010293682 0.0443686744940527
office_3_00131 0 1 3 0.11412127010293682 0.11831760080762412
office_3_00131 0 1 4 0.11412127010293682 -0.15306479715555996
office_3_00132 0 1 2 0.11412127010293682 0.0443686744940527
office_3_00132 0 1 3 0.11412127010293682 0.11831760080762412
office_3_00132 0 1 4 0.11412127010293682 -0.15306479715555996
office_3_00133 0 1 2 0.11412127010293682 0.0443686744940527
office_3_00133 0 1 3 0.11412127010293682 0.11831760080762412
office_3_00133 0 1 4 0.11412127010293682 -0.15306479715555996
office_3_00134 0 1 2 0.11412127010293682 0.0443686744940527
office_3_00134 0 1 3 0.11412127010293682 0.11831760080762412
office_3_00134 0 1 4 0.11412127010293682 -0.15306479715555996
office_3_00135 0 1 2 0.11412127010293682 0.0443686744940527
office_3_00135 0 1 3 0.11412127010293682 0.11831760080762412
office_3_00135 0 1 4 0.11412127010293682 -0.15306479715555996
office_3_00140 0 1 2 0.0665701732078495 0.06632848516275078
office_3_00140 0 1 3 0.0665701732078495 0.10028319921439416
office_3_00140 0 1 4 0.0665701732078495 -0.06740007190518207
office_3_00141 0 1 2 0.0665701732078495 0.06632848516275078
office_3_00141 0 1 3 0.0665701732078495 0.10028319921439416
office_3_00141 0 1 4 0.0665701732078495 -0.06740007190518207
office_3_00142 0 1 2 0.0665701732078495 0.06632848516275078
office_3_00142 0 1 3 0.0665701732078495 0.10028319921439416
office_3_00142 0 1 4 0.0665701732078495 -0.06740007190518207
office_3_00143 0 1 2 0.0665701732078495 0.06632848516275078
office_3_00143 0 1 3 0.0665701732078495 0.10028319921439416
office_3_00143 0 1 4 0.0665701732078495 -0.06740007190518207
office_3_00144 0 1 2 0.0665701732078495 0.06632848516275078
office_3_00144 0 1 3 0.0665701732078495 0.10028319921439416
office_3_00144 0 1 4 0.0665701732078495 -0.06740007190518207
office_3_00145 0 1 2 0.0665701732078495 0.06632848516275078
office_3_00145 0 1 3 0.0665701732078495 0.10028319921439416
office_3_00145 0 1 4 0.0665701732078495 -0.06740007190518207
office_3_00150 0 1 2 0.06477024014410074 0.054978278504412254
office_3_00150 0 1 3 0.06477024014410074 0.1634442555659058
office_3_00150 0 1 4 0.06477024014410074 -0.09570578330081286
office_3_00151 0 1 2 0.06477024014410074 0.054978278504412254
office_3_00151 0 1 3 0.06477024014410074 0.1634442555659058
office_3_00151 0 1 4 0.06477024014410074 -0.09570578330081286
office_3_00152 0 1 2 0.06477024014410074 0.054978278504412254
office_3_00152 0 1 3 0.06477024014410074 0.1634442555659058
office_3_00152 0 1 4 0.06477024014410074 -0.09570578330081286
office_3_00153 0 1 2 0.06477024014410074 0.054978278504412254
office_3_00153 0 1 3 0.06477024014410074 0.1634442555659058
office_3_00153 0 1 4 0.06477024014410074 -0.09570578330081286
office_3_00154 0 1 2 0.06477024014410074 0.054978278504412254
office_3_00154 0 1 3 0.06477024014410074 0.1634442555659058
office_3_00154 0 1 4 0.06477024014410074 -0.09570578330081286
office_3_00155 0 1 2 0.06477024014410074 0.054978278504412254
office_3_00155 0 1 3 0.06477024014410074 0.1634442555659058
office_3_00155 0 1 4 0.06477024014410074 -0.09570578330081286
office_3_00160 0 1 2 0.051171455121517086 0.04395839948068943
office_3_00160 0 1 3 0.051171455121517086 0.07680566006934549
office_3_00160 0 1 4 0.051171455121517086 -0.08268186448943958
office_3_00161 0 1 2 0.051171455121517086 0.04395839948068943
office_3_00161 0 1 3 0.051171455121517086 0.07680566006934549
office_3_00161 0 1 4 0.051171455121517086 -0.08268186448943958
office_3_00162 0 1 2 0.051171455121517086 0.04395839948068943
office_3_00162 0 1 3 0.051171455121517086 0.07680566006934549
office_3_00162 0 1 4 0.051171455121517086 -0.08268186448943958
office_3_00163 0 1 2 0.051171455121517086 0.04395839948068943
office_3_00163 0 1 3 0.051171455121517086 0.07680566006934549
office_3_00163 0 1 4 0.051171455121517086 -0.08268186448943958
office_3_00164 0 1 2 0.051171455121517086 0.04395839948068943
office_3_00164 0 1 3 0.051171455121517086 0.07680566006934549
office_3_00164 0 1 4 0.051171455121517086 -0.08268186448943958
office_3_00165 0 1 2 0.051171455121517086 0.04395839948068943
office_3_00165 0 1 3 0.051171455121517086 0.07680566006934549
office_3_00165 0 1 4 0.051171455121517086 -0.08268186448943958
office_3_00170 0 1 2 0.07252549316635093 0.07116432936870484
office_3_00170 0 1 3 0.07252549316635093 0.15401839711310533
office_3_00170 0 1 4 0.07252549316635093 -0.10064233994550621
office_3_00171 0 1 2 0.07252549316635093 0.07116432936870484
office_3_00171 0 1 3 0.07252549316635093 0.15401839711310533
office_3_00171 0 1 4 0.07252549316635093 -0.10064233994550621
office_3_00172 0 1 2 0.07252549316635093 0.07116432936870484
office_3_00172 0 1 3 0.07252549316635093 0.15401839711310533
office_3_00172 0 1 4 0.07252549316635093 -0.10064233994550621
office_3_00173 0 1 2 0.07252549316635093 0.07116432936870484
office_3_00173 0 1 3 0.07252549316635093 0.15401839711310533
office_3_00173 0 1 4 0.07252549316635093 -0.10064233994550621
office_3_00174 0 1 2 0.07252549316635093 0.07116432936870484
office_3_00174 0 1 3 0.07252549316635093 0.15401839711310533
office_3_00174 0 1 4 0.07252549316635093 -0.10064233994550621
office_3_00175 0 1 2 0.07252549316635093 0.07116432936870484
office_3_00175 0 1 3 0.07252549316635093 0.15401839711310533
office_3_00175 0 1 4 0.07252549316635093 -0.10064233994550621
office_3_00180 0 1 2 0.1129360989205638 0.09564886951174023
office_3_00180 0 1 3 0.1129360989205638 0.15441021904479618
office_3_00180 0 1 4 0.1129360989205638 -0.11307893872208032
office_3_00181 0 1 2 0.1129360989205638 0.09564886951174023
office_3_00181 0 1 3 0.1129360989205638 0.15441021904479618
office_3_00181 0 1 4 0.1129360989205638 -0.11307893872208032
office_3_00182 0 1 2 0.1129360989205638 0.09564886951174023
office_3_00182 0 1 3 0.1129360989205638 0.15441021904479618
office_3_00182 0 1 4 0.1129360989205638 -0.11307893872208032
office_3_00183 0 1 2 0.1129360989205638 0.09564886951174023
office_3_00183 0 1 3 0.1129360989205638 0.15441021904479618
office_3_00183 0 1 4 0.1129360989205638 -0.11307893872208032
office_3_00184 0 1 2 0.1129360989205638 0.09564886951174023
office_3_00184 0 1 3 0.1129360989205638 0.15441021904479618
office_3_00184 0 1 4 0.1129360989205638 -0.11307893872208032
office_3_00185 0 1 2 0.1129360989205638 0.09564886951174023
office_3_00185 0 1 3 0.1129360989205638 0.15441021904479618
office_3_00185 0 1 4 0.1129360989205638 -0.11307893872208032
office_3_00190 0 1 2 0.057770616513982076 0.036980180645015626
office_3_00190 0 1 3 0.057770616513982076 0.05829969486915711
office_3_00190 0 1 4 0.057770616513982076 -0.12033118738520483
office_3_00191 0 1 2 0.057770616513982076 0.036980180645015626
office_3_00191 0 1 3 0.057770616513982076 0.05829969486915711
office_3_00191 0 1 4 0.057770616513982076 -0.12033118738520483
office_3_00192 0 1 2 0.057770616513982076 0.036980180645015626
office_3_00192 0 1 3 0.057770616513982076 0.05829969486915711
office_3_00192 0 1 4 0.057770616513982076 -0.12033118738520483
office_3_00193 0 1 2 0.057770616513982076 0.036980180645015626
office_3_00193 0 1 3 0.057770616513982076 0.05829969486915711
office_3_00193 0 1 4 0.057770616513982076 -0.12033118738520483
office_3_00194 0 1 2 0.057770616513982076 0.036980180645015626
office_3_00194 0 1 3 0.057770616513982076 0.05829969486915711
office_3_00194 0 1 4 0.057770616513982076 -0.12033118738520483
office_3_00195 0 1 2 0.057770616513982076 0.036980180645015626
office_3_00195 0 1 3 0.057770616513982076 0.05829969486915711
office_3_00195 0 1 4 0.057770616513982076 -0.12033118738520483
office_3_00200 0 1 2 0.07439874807460983 0.03591689514618408
office_3_00200 0 1 3 0.07439874807460983 0.12162896067826813
office_3_00200 0 1 4 0.07439874807460983 -0.10933917478983438
office_3_00201 0 1 2 0.07439874807460983 0.03591689514618408
office_3_00201 0 1 3 0.07439874807460983 0.12162896067826813
office_3_00201 0 1 4 0.07439874807460983 -0.10933917478983438
office_3_00202 0 1 2 0.07439874807460983 0.03591689514618408
office_3_00202 0 1 3 0.07439874807460983 0.12162896067826813
office_3_00202 0 1 4 0.07439874807460983 -0.10933917478983438
office_3_00203 0 1 2 0.07439874807460983 0.03591689514618408
office_3_00203 0 1 3 0.07439874807460983 0.12162896067826813
office_3_00203 0 1 4 0.07439874807460983 -0.10933917478983438
office_3_00204 0 1 2 0.07439874807460983 0.03591689514618408
office_3_00204 0 1 3 0.07439874807460983 0.12162896067826813
office_3_00204 0 1 4 0.07439874807460983 -0.10933917478983438
office_3_00205 0 1 2 0.07439874807460983 0.03591689514618408
office_3_00205 0 1 3 0.07439874807460983 0.12162896067826813
office_3_00205 0 1 4 0.07439874807460983 -0.10933917478983438
office_3_00210 0 1 2 0.07240761548115435 0.06217920615251708
office_3_00210 0 1 3 0.07240761548115435 0.08253199147620918
office_3_00210 0 1 4 0.07240761548115435 -0.1251765960013704
office_3_00211 0 1 2 0.07240761548115435 0.06217920615251708
office_3_00211 0 1 3 0.07240761548115435 0.08253199147620918
office_3_00211 0 1 4 0.07240761548115435 -0.1251765960013704
office_3_00212 0 1 2 0.07240761548115435 0.06217920615251708
office_3_00212 0 1 3 0.07240761548115435 0.08253199147620918
office_3_00212 0 1 4 0.07240761548115435 -0.1251765960013704
office_3_00213 0 1 2 0.07240761548115435 0.06217920615251708
office_3_00213 0 1 3 0.07240761548115435 0.08253199147620918
office_3_00213 0 1 4 0.07240761548115435 -0.1251765960013704
office_3_00214 0 1 2 0.07240761548115435 0.06217920615251708
office_3_00214 0 1 3 0.07240761548115435 0.08253199147620918
office_3_00214 0 1 4 0.07240761548115435 -0.1251765960013704
office_3_00215 0 1 2 0.07240761548115435 0.06217920615251708
office_3_00215 0 1 3 0.07240761548115435 0.08253199147620918
office_3_00215 0 1 4 0.07240761548115435 -0.1251765960013704
office_3_00220 0 1 2 0.03260397861261463 0.03227354778810283
office_3_00220 0 1 3 0.03260397861261463 0.08427635065505823
office_3_00220 0 1 4 0.03260397861261463 -0.09659962059557503
office_3_00221 0 1 2 0.03260397861261463 0.03227354778810283
office_3_00221 0 1 3 0.03260397861261463 0.08427635065505823
office_3_00221 0 1 4 0.03260397861261463 -0.09659962059557503
office_3_00222 0 1 2 0.03260397861261463 0.03227354778810283
office_3_00222 0 1 3 0.03260397861261463 0.08427635065505823
office_3_00222 0 1 4 0.03260397861261463 -0.09659962059557503
office_3_00223 0 1 2 0.03260397861261463 0.03227354778810283
office_3_00223 0 1 3 0.03260397861261463 0.08427635065505823
office_3_00223 0 1 4 0.03260397861261463 -0.09659962059557503
office_3_00224 0 1 2 0.03260397861261463 0.03227354778810283
office_3_00224 0 1 3 0.03260397861261463 0.08427635065505823
office_3_00224 0 1 4 0.03260397861261463 -0.09659962059557503
office_3_00225 0 1 2 0.03260397861261463 0.03227354778810283
office_3_00225 0 1 3 0.03260397861261463 0.08427635065505823
office_3_00225 0 1 4 0.03260397861261463 -0.09659962059557503
office_3_00230 0 1 2 0.11132709516733898 0.03357805246669361
office_3_00230 0 1 3 0.11132709516733898 0.17814557612818135
office_3_00230 0 1 4 0.11132709516733898 -0.11752048507091929
office_3_00231 0 1 2 0.11132709516733898 0.03357805246669361
office_3_00231 0 1 3 0.11132709516733898 0.17814557612818135
office_3_00231 0 1 4 0.11132709516733898 -0.11752048507091929
office_3_00232 0 1 2 0.11132709516733898 0.03357805246669361
office_3_00232 0 1 3 0.11132709516733898 0.17814557612818135
office_3_00232 0 1 4 0.11132709516733898 -0.11752048507091929
office_3_00233 0 1 2 0.11132709516733898 0.03357805246669361
office_3_00233 0 1 3 0.11132709516733898 0.17814557612818135
office_3_00233 0 1 4 0.11132709516733898 -0.11752048507091929
office_3_00234 0 1 2 0.11132709516733898 0.03357805246669361
office_3_00234 0 1 3 0.11132709516733898 0.17814557612818135
office_3_00234 0 1 4 0.11132709516733898 -0.11752048507091929
office_3_00235 0 1 2 0.11132709516733898 0.03357805246669361
office_3_00235 0 1 3 0.11132709516733898 0.17814557612818135
office_3_00235 0 1 4 0.11132709516733898 -0.11752048507091929
office_3_00240 0 1 2 0.10567160394863491 0.09176375257952522
office_3_00240 0 1 3 0.10567160394863491 0.11682454235742096
office_3_00240 0 1 4 0.10567160394863491 -0.16433372495375526
office_3_00241 0 1 2 0.10567160394863491 0.09176375257952522
office_3_00241 0 1 3 0.10567160394863491 0.11682454235742096
office_3_00241 0 1 4 0.10567160394863491 -0.16433372495375526
office_3_00242 0 1 2 0.10567160394863491 0.09176375257952522
office_3_00242 0 1 3 0.10567160394863491 0.11682454235742096
office_3_00242 0 1 4 0.10567160394863491 -0.16433372495375526
office_3_00243 0 1 2 0.10567160394863491 0.09176375257952522
office_3_00243 0 1 3 0.10567160394863491 0.11682454235742096
office_3_00243 0 1 4 0.10567160394863491 -0.16433372495375526
office_3_00244 0 1 2 0.10567160394863491 0.09176375257952522
