hotel_0_00000 0 1 2 0.036114862885868654 0.028534244558083226
hotel_0_00021 0 1 3 0.09558448822590697 0.10732419333856792
hotel_0_00021 0 1 4 0.09558448822590697 -0.09711343245676687
hotel_0_00022 0 1 2 0.09558448822590697 0.07769180216771152
hotel_0_00022 0 1 3 0.09558448822590697 0.10732419333856792
hotel_0_00022 0 1 4 0.09558448822590697 -0.09711343245676687
hotel_0_00023 0 1 2 0.09558448822590697 0.07769180216771152
hotel_0_00023 0 1 3 0.09558448822590697 0.10732419333856792
hotel_0_00023 0 1 4 0.09558448822590697 -0.09711343245676687
hotel_0_00024 0 1 2 0.09558448822590697 0.07769180216771152
hotel_0_00024 0 1 3 0.09558448822590697 0.10732419333856792
hotel_0_00024 0 1 4 0.09558448822590697 -0.09711343245676687
hotel_0_00025 0 1 2 0.09558448822590697 0.07769180216771152
hotel_0_00025 0 1 3 0.09558448822590697 0.10732419333856792
hotel_0_00025 0 1 4 0.09558448822590697 -0.09711343245676687
hotel_0_00030 0 1 2 0.06943712442395802 0.029794583276838833
hotel_0_00030 0 1 3 0.06943712442395802 0.07611155679548394
hotel_0_00030 0 1 4 0.06943712442395802 -0.11476387191710982
hotel_0_00031 0 1 2 0.06943712442395802 0.029794583276838833
hotel_0_00031 0 1 3 0.06943712442395802 0.07611155679548394
hotel_0_00031 0 1 4 0.06943712442395802 -0.11476387191710982
hotel_0_00032 0 1 2 0.06943712442395802 0.029794583276838833
hotel_0_00032 0 1 3 0.06943712442395802 0.07611155679548394
hotel_0_00032 0 1 4 0.06943712442395802 -0.11476387191710982
hotel_0_00033 0 1 2 0.06943712442395802 0.029794583276838833
hotel_0_00033 0 1 3 0.06943712442395802 0.07611155679548394
hotel_0_00033 0 1 4 0.06943712442395802 -0.11476387191710982
hotel_0_00034 0 1 2 0.06943712442395802 0.029794583276838833
hotel_0_00034 0 1 3 0.06943712442395802 0.07611155679548394
hotel_0_00034 0 1 4 0.06943712442395802 -0.11476387191710982
hotel_0_00035 0 1 2 0.06943712442395802 0.029794583276838833
hotel_0_00035 0 1 3 0.06943712442395802 0.07611155679548394
hotel_0_00035 0 1 4 0.06943712442395802 -0.11476387191710982
hotel_0_00040 0 1 2 0.09829424058596715 0.03717077594273355
hotel_0_00040 0 1 3 0.09829424058596715 0.16910010343625365
hotel_0_00040 0 1 4 0.09829424058596715 -0.14223950012137998
hotel_0_00041 0 1 2 0.09829424058596715 0.03717077594273355
hotel_0_00041 0 1 3 0.09829424058596715 0.16910010343625365
hotel_0_00041 0 1 4 0.09829424058596715 -0.14223950012137998
hotel_0_00042 0 1 2 0.09829424058596715 0.03717077594273355
hotel_0_00042 0 1 3 0.09829424058596715 0.16910010343625365
hotel_0_00042 0 1 4 0.09829424058596715 -0.14223950012137998
hotel_0_00043 0 1 2 0.09829424058596715 0.03717077594273355
hotel_0_00043 0 1 3 0.09829424058596715 0.16910010343625365
hotel_0_00043 0 1 4 0.09829424058596715 -0.14223950012137998
hotel_0_00044 0 1 2 0.09829424058596715 0.03717077594273355
hotel_0_00044 0 1 3 0.09829424058596715 0.16910010343625365
hotel_0_00044 0 1 4 0.09829424058596715 -0.14223950012137998
hotel_0_00045 0 1 2 0.09829424058596715 0.03717077594273355
hotel_0_00045 0 1 3 0.09829424058596715 0.16910010343625365
hotel_0_00045 0 1 4 0.09829424058596715 -0.14223950012137998
hotel_0_00050 0 1 2 0.06582782799030457 0.06209971492771861
hotel_0_00050 0 1 3 0.06582782799030457 0.08475208023655496
hotel_0_00050 0 1 4 0.06582782799030457 -0.0669627797084386
hotel_0_00051 0 1 2 0.06582782799030457 0.06209971492771861
hotel_0_00051 0 1 3 0.06582782799030457 0.08475208023655496
hotel_0_00051 0 1 4 0.06582782799030457 -0.0669627797084386
hotel_0_00052 0 1 2 0.06582782799030457 0.06209971492771861
hotel_0_00052 0 1 3 0.06582782799030457 0.08475208023655496
hotel_0_00052 0 1 4 0.06582782799030457 -0.0669627797084386
hotel_0_00053 0 1 2 0.06582782799030457 0.06209971492771861
hotel_0_00053 0 1 3 0.06582782799030457 0.08475208023655496
hotel_0_00053 0 1 4 0.06582782799030457 -0.0669627797084386
hotel_0_00054 0 1 2 0.06582782799030457 0.06209971492771861
hotel_0_00054 0 1 3 0.06582782799030457 0.08475208023655496
hotel_0_00054 0 1 4 0.06582782799030457 -0.0669627797084386
hotel_0_00055 0 1 2 0.06582782799030457 0.06209971492771861
hotel_0_00055 0 1 3 0.06582782799030457 0.08475208023655496
hotel_0_00055 0 1 4 0.06582782799030457 -0.0669627797084386
hotel_0_00060 0 1 2 0.11839413738669913 0.1017243872294049
hotel_0_00060 0 1 3 0.11839413738669913 0.17447118347862756
hotel_0_00060 0 1 4 0.11839413738669913 -0.15591361251907407
hotel_0_00061 0 1 2 0.11839413738669913 0.1017243872294049
hotel_0_00061 0 1 3 0.11839413738669913 0.17447118347862756
hotel_0_00061 0 1 4 0.11839413738669913 -0.15591361251907407
hotel_0_00062 0 1 2 0.11839413738669913 0.1017243872294049
hotel_0_00062 0 1 3 0.11839413738669913 0.17447118347862756
hotel_0_00062 0 1 4 0.11839413738669913 -0.15591361251907407
hotel_0_00063 0 1 2 0.11839413738669913 0.1017243872294049
hotel_0_00063 0 1 3 0.11839413738669913 0.17447118347862756
hotel_0_00063 0 1 4 0.11839413738669913 -0.15591361251907407
hotel_0_00064 0 1 2 0.11839413738669913 0.1017243872294049
hotel_0_00064 0 1 3 0.11839413738669913 0.17447118347862756
hotel_0_00064 0 1 4 0.11839413738669913 -0.15591361251907407
hotel_0_00065 0 1 2 0.11839413738669913 0.1017243872294049
hotel_0_00065 0 1 3 0.11839413738669913 0.17447118347862756
hotel_0_00065 0 1 4 0.11839413738669913 -0.15591361251907407
hotel_0_00070 0 1 2 0.07858555358352667 0.028443100968022522
hotel_0_00070 0 1 3 0.07858555358352667 0.15354523125111166
hotel_0_00070 0 1 4 0.07858555358352667 -0.11594515890111066
hotel_0_00071 0 1 2 0.07858555358352667 0.028443100968022522
hotel_0_00071 0 1 3 0.07858555358352667 0.15354523125111166
hotel_0_00071 0 1 4 0.07858555358352667 -0.11594515890111066
hotel_0_00072 0 1 2 0.07858555358352667 0.028443100968022522
hotel_0_00072 0 1 3 0.07858555358352667 0.15354523125111166
hotel_0_00072 0 1 4 0.07858555358352667 -0.11594515890111066
hotel_0_00073 0 1 2 0.07858555358352667 0.028443100968022522
hotel_0_00073 0 1 3 0.07858555358352667 0.15354523125111166
hotel_0_00073 0 1 4 0.07858555358352667 -0.11594515890111066
hotel_0_00074 0 1 2 0.07858555358352667 0.028443100968022522
hotel_0_00074 0 1 3 0.07858555358352667 0.15354523125111166
hotel_0_00074 0 1 4 0.07858555358352667 -0.11594515890111066
hotel_0_00075 0 1 2 0.07858555358352667 0.028443100968022522
hotel_0_00075 0 1 3 0.07858555358352667 0.15354523125111166
hotel_0_00075 0 1 4 0.07858555358352667 -0.11594515890111066
hotel_0_00080 0 1 2 0.11104010742731013 0.11073272113253865
hotel_0_00080 0 1 3 0.11104010742731013 0.15158451981933269
hotel_0_00080 0 1 4 0.11104010742731013 -0.1533033083201599
hotel_0_00081 0 1 2 0.11104010742731013 0.11073272113253865
hotel_0_00081 0 1 3 0.11104010742731013 0.15158451981933269
hotel_0_00081 0 1 4 0.11104010742731013 -0.1533033083201599
hotel_0_00082 0 1 2 0.11104010742731013 0.11073272113253865
hotel_0_00082 0 1 3 0.11104010742731013 0.15158451981933269
hotel_0_00082 0 1 4 0.11104010742731013 -0.1533033083201599
hotel_0_00083 0 1 2 0.11104010742731013 0.11073272113253865
hotel_0_00083 0 1 3 0.11104010742731013 0.15158451981933269
hotel_0_00083 0 1 4 0.11104010742731013 -0.1533033083201599
hotel_0_00084 0 1 2 0.11104010742731013 0.11073272113253865
hotel_0_00084 0 1 3 0.11104010742731013 0.15158451981933269
hotel_0_00084 0 1 4 0.11104010742731013 -0.1533033083201599
hotel_0_00085 0 1 2 0.11104010742731013 0.11073272113253865
hotel_0_00085 0 1 3 0.11104010742731013 0.15158451981933269
hotel_0_00085 0 1 4 0.11104010742731013 -0.1533033083201599
hotel_0_00090 0 1 2 0.05508202206472898 0.05174632714349897
hotel_0_00090 0 1 3 0.05508202206472898 0.09261274745593445
hotel_0_00090 0 1 4 0.05508202206472898 -0.17942555687943618
hotel_0_00091 0 1 2 0.05508202206472898 0.05174632714349897
hotel_0_00091 0 1 3 0.05508202206472898 0.09261274745593445
hotel_0_00091 0 1 4 0.05508202206472898 -0.17942555687943618
hotel_0_00092 0 1 2 0.05508202206472898 0.05174632714349897
hotel_0_00092 0 1 3 0.05508202206472898 0.09261274745593445
hotel_0_00092 0 1 4 0.05508202206472898 -0.17942555687943618
hotel_0_00093 0 1 2 0.05508202206472898 0.05174632714349897
hotel_0_00093 0 1 3 0.05508202206472898 0.09261274745593445
hotel_0_00093 0 1 4 0.05508202206472898 -0.17942555687943618
hotel_0_00094 0 1 2 0.05508202206472898 0.05174632714349897
hotel_0_00094 0 1 3 0.05508202206472898 0.09261274745593445
hotel_0_00094 0 1 4 0.05508202206472898 -0.17942555687943618
hotel_0_00095 0 1 2 0.05508202206472898 0.05174632714349897
hotel_0_00095 0 1 3 0.05508202206472898 0.09261274745593445
hotel_0_00095 0 1 4 0.05508202206472898 -0.17942555687943618
hotel_0_00100 0 1 2 0.07714615505723259 0.024623384597774647
hotel_0_00100 0 1 3 0.07714615505723259 0.1395841661748116
hotel_0_00100 0 1 4 0.07714615505723259 -0.08660569490942406
hotel_0_00101 0 1 2 0.07714615505723259 0.024623384597774647
hotel_0_00101 0 1 3 0.07714615505723259 0.1395841661748116
hotel_0_00101 0 1 4 0.07714615505723259 -0.08660569490942406
hotel_0_00102 0 1 2 0.07714615505723259 0.024623384597774647
hotel_0_00102 0 1 3 0.07714615505723259 0.1395841661748116
hotel_0_00102 0 1 4 0.07714615505723259 -0.08660569490942406
hotel_0_00103 0 1 2 0.07714615505723259 0.024623384597774647
hotel_0_00103 0 1 3 0.07714615505723259 0.1395841661748116
hotel_0_00103 0 1 4 0.07714615505723259 -0.08660569490942406
hotel_0_00104 0 1 2 0.07714615505723259 0.024623384597774647
hotel_0_00104 0 1 3 0.07714615505723259 0.1395841661748116
hotel_0_00104 0 1 4 0.07714615505723259 -0.08660569490942406
hotel_0_00105 0 1 2 0.07714615505723259 0.024623384597774647
hotel_0_00105 0 1 3 0.07714615505723259 0.1395841661748116
hotel_0_00105 0 1 4 0.07714615505723259 -0.08660569490942406
hotel_0_00110 0 1 2 0.0769855246042517 0.04040990456987417
hotel_0_00110 0 1 3 0.0769855246042517 0.09550057114555653
hotel_0_00110 0 1 4 0.0769855246042517 -0.15464894629936293
hotel_0_00111 0 1 2 0.0769855246042517 0.04040990456987417
hotel_0_00111 0 1 3 0.0769855246042517 0.09550057114555653
hotel_0_00111 0 1 4 0.0769855246042517 -0.15464894629936293
hotel_0_00112 0 1 2 0.0769855246042517 0.04040990456987417
hotel_0_00112 0 1 3 0.0769855246042517 0.09550057114555653
hotel_0_00112 0 1 4 0.0769855246042517 -0.15464894629936293
hotel_0_00113 0 1 2 0.0769855246042517 0.04040990456987417
hotel_0_00113 0 1 3 0.0769855246042517 0.09550057114555653
hotel_0_00113 0 1 4 0.0769855246042517 -0.15464894629936293
hotel_0_00114 0 1 2 0.0769855246042517 0.04040990456987417
hotel_0_00114 0 1 3 0.0769855246042517 0.09550057114555653
hotel_0_00114 0 1 4 0.0769855246042517 -0.15464894629936293
hotel_0_00115 0 1 2 0.0769855246042517 0.04040990456987417
hotel_0_00115 0 1 3 0.0769855246042517 0.09550057114555653
hotel_0_00115 0 1 4 0.0769855246042517 -0.15464894629936293
hotel_0_00120 0 1 2 0.07856620525075353 0.07518474353305674
hotel_0_00120 0 1 3 0.07856620525075353 0.11359353941888886
hotel_0_00120 0 1 4 0.07856620525075353 -0.17174358416546204
hotel_0_00121 0 1 2 0.07856620525075353 0.07518474353305674
hotel_0_00121 0 1 3 0.07856620525075353 0.11359353941888886
hotel_0_00121 0 1 4 0.07856620525075353 -0.17174358416546204
hotel_0_00122 0 1 2 0.07856620525075353 0.07518474353305674
hotel_0_00122 0 1 3 0.07856620525075353 0.11359353941888886
hotel_0_00122 0 1 4 0.07856620525075353 -0.17174358416546204
hotel_0_00123 0 1 2 0.07856620525075353 0.07518474353305674
hotel_0_00123 0 1 3 0.07856620525075353 0.11359353941888886
hotel_0_00123 0 1 4 0.07856620525075353 -0.17174358416546204
hotel_0_00124 0 1 2 0.07856620525075353 0.07518474353305674
hotel_0_00124 0 1 3 0.07856620525075353 0.11359353941888886
hotel_0_00124 0 1 4 0.07856620525075353 -0.17174358416546204
hotel_0_00125 0 1 2 0.07856620525075353 0.07518474353305674
hotel_0_00125 0 1 3 0.07856620525075353 0.11359353941888886
hotel_0_00125 0 1 4 0.07856620525075353 -0.17174358416546204
hotel_0_00130 0 1 2 0.042278202906668505 0.021248406478844354
hotel_0_00130 0 1 3 0.042278202906668505 0.14788570327451261
hotel_0_00130 0 1 4 0.042278202906668505 -0.09826189814826292
hotel_0_00131 0 1 2 0.042278202906668505 0.021248406478844354
hotel_0_00131 0 1 3 0.042278202906668505 0.14788570327451261
hotel_0_00131 0 1 4 0.042278202906668505 -0.09826189814826292
hotel_0_00132 0 1 2 0.042278202906668505 0.021248406478844354
hotel_0_00132 0 1 3 0.042278202906668505 0.14788570327451261
hotel_0_00132 0 1 4 0.042278202906668505 -0.09826189814826292
hotel_0_00133 0 1 2 0.042278202906668505 0.021248406478844354
hotel_0_00133 0 1 3 0.042278202906668505 0.14788570327451261
hotel_0_00133 0 1 4 0.042278202906668505 -0.09826189814826292
hotel_0_00134 0 1 2 0.042278202906668505 0.021248406478844354
hotel_0_00134 0 1 3 0.042278202906668505 0.14788570327451261
hotel_0_00134 0 1 4 0.042278202906668505 -0.09826189814826292
hotel_0_00135 0 1 2 0.042278202906668505 0.021248406478844354
hotel_0_00135 0 1 3 0.042278202906668505 0.14788570327451261
hotel_0_00135 0 1 4 0.042278202906668505 -0.09826189814826292
hotel_0_00140 0 1 2 0.06910029127262671 0.030315097301499186
hotel_0_00140 0 1 3 0.06910029127262671 0.1572759218816213
hotel_0_00140 0 1 4 0.06910029127262671 -0.16663879734748066
hotel_0_00141 0 1 2 0.06910029127262671 0.030315097301499186
hotel_0_00141 0 1 3 0.06910029127262671 0.1572759218816213
hotel_0_00141 0 1 4 0.06910029127262671 -0.16663879734748066
hotel_0_00142 0 1 2 0.06910029127262671 0.030315097301499186
hotel_0_00142 0 1 3 0.06910029127262671 0.1572759218816213
hotel_0_00142 0 1 4 0.06910029127262671 -0.16663879734748066
hotel_0_00143 0 1 2 0.06910029127262671 0.030315097301499186
hotel_0_00143 0 1 3 0.06910029127262671 0.1572759218816213
hotel_0_00143 0 1 4 0.06910029127262671 -0.16663879734748066
hotel_0_00144 0 1 2 0.06910029127262671 0.030315097301499186
hotel_0_00144 0 1 3 0.06910029127262671 0.1572759218816213
hotel_0_00144 0 1 4 0.06910029127262671 -0.16663879734748066
hotel_0_00145 0 1 2 0.06910029127262671 0.030315097301499186
hotel_0_00145 0 1 3 0.06910029127262671 0.1572759218816213
hotel_0_00145 0 1 4 0.06910029127262671 -0.16663879734748066
hotel_0_00150 0 1 2 0.05271688206720025 0.04327590165379645
hotel_0_00150 0 1 3 0.05271688206720025 0.06260106296783398
hotel_0_00150 0 1 4 0.05271688206720025 -0.10381277833638561
hotel_0_00151 0 1 2 0.05271688206720025 0.04327590165379645
hotel_0_00151 0 1 3 0.05271688206720025 0.06260106296783398
hotel_0_00151 0 1 4 0.05271688206720025 -0.10381277833638561
hotel_0_00152 0 1 2 0.05271688206720025 0.04327590165379645
hotel_0_00152 0 1 3 0.05271688206720025 0.06260106296783398
hotel_0_00152 0 1 4 0.05271688206720025 -0.10381277833638561
hotel_0_00153 0 1 2 0.05271688206720025 0.04327590165379645
hotel_0_00153 0 1 3 0.05271688206720025 0.06260106296783398
hotel_0_00153 0 1 4 0.05271688206720025 -0.10381277833638561
hotel_0_00154 0 1 2 0.05271688206720025 0.04327590165379645
hotel_0_00154 0 1 3 0.05271688206720025 0.06260106296783398
hotel_0_00154 0 1 4 0.05271688206720025 -0.10381277833638561
hotel_0_00155 0 1 2 0.05271688206720025 0.04327590165379645
hotel_0_00155 0 1 3 0.05271688206720025 0.06260106296783398
hotel_0_00155 0 1 4 0.05271688206720025 -0.10381277833638561
hotel_0_00160 0 1 2 0.07910242644338483 0.0727979339030392
hotel_0_00160 0 1 3 0.07910242644338483 0.15084806511927568
hotel_0_00160 0 1 4 0.07910242644338483 -0.15986726935287648
hotel_0_00161 0 1 2 0.07910242644338483 0.0727979339030392
hotel_0_00161 0 1 3 0.07910242644338483 0.15084806511927568
hotel_0_00161 0 1 4 0.07910242644338483 -0.15986726935287648
hotel_0_00162 0 1 2 0.07910242644338483 0.0727979339030392
hotel_0_00162 0 1 3 0.07910242644338483 0.15084806511927568
hotel_0_00162 0 1 4 0.07910242644338483 -0.15986726935287648
hotel_0_00163 0 1 2 0.07910242644338483 0.0727979339030392
hotel_0_00163 0 1 3 0.07910242644338483 0.15084806511927568
hotel_0_00163 0 1 4 0.07910242644338483 -0.15986726935287648
hotel_0_00164 0 1 2 0.07910242644338483 0.0727979339030392
hotel_0_00164 0 1 3 0.07910242644338483 0.15084806511927568
hotel_0_00164 0 1 4 0.07910242644338483 -0.15986726935287648
hotel_0_00165 0 1 2 0.07910242644338483 0.0727979339030392
hotel_0_00165 0 1 3 0.07910242644338483 0.15084806511927568
hotel_0_00165 0 1 4 0.07910242644338483 -0.15986726935287648
hotel_0_00170 0 1 2 0.07827574709485886 0.0577833857845379
hotel_0_00170 0 1 3 0.07827574709485886 0.10190939890597751
hotel_0_00170 0 1 4 0.07827574709485886 -0.0983836055713278
hotel_0_00171 0 1 2 0.07827574709485886 0.0577833857845379
hotel_0_00171 0 1 3 0.07827574709485886 0.10190939890597751
hotel_0_00171 0 1 4 0.07827574709485886 -0.0983836055713278
hotel_0_00172 0 1 2 0.07827574709485886 0.0577833857845379
hotel_0_00172 0 1 3 0.07827574709485886 0.10190939890597751
hotel_0_00172 0 1 4 0.07827574709485886 -0.0983836055713278
hotel_0_00173 0 1 2 0.07827574709485886 0.0577833857845379
hotel_0_00173 0 1 3 0.07827574709485886 0.10190939890597751
hotel_0_00173 0 1 4 0.07827574709485886 -0.0983836055713278
hotel_0_00174 0 1 2 0.07827574709485886 0.0577833857845379
hotel_0_00174 0 1 3 0.07827574709485886 0.10190939890597751
hotel_0_00174 0 1 4 0.07827574709485886 -0.0983836055713278
hotel_0_00175 0 1 2 0.07827574709485886 0.0577833857845379
hotel_0_00175 0 1 3 0.07827574709485886 0.10190939890597751
hotel_0_00175 0 1 4 0.07827574709485886 -0.0983836055713278
hotel_0_00180 0 1 2 0.09955195962973651 0.09016583702233473
hotel_0_00180 0 1 3 0.09955195962973651 0.14010079662975558
hotel_0_00180 0 1 4 0.09955195962973651 -0.17533107125232952
hotel_0_00181 0 1 2 0.09955195962973651 0.09016583702233473
hotel_0_00181 0 1 3 0.09955195962973651 0.14010079662975558
hotel_0_00181 0 1 4 0.09955195962973651 -0.17533107125232952
hotel_0_00182 0 1 2 0.09955195962973651 0.09016583702233473
hotel_0_00182 0 1 3 0.09955195962973651 0.14010079662975558
hotel_0_00182 0 1 4 0.09955195962973651 -0.17533107125232952
hotel_0_00183 0 1 2 0.09955195962973651 0.09016583702233473
hotel_0_00183 0 1 3 0.09955195962973651 0.14010079662975558
hotel_0_00183 0 1 4 0.09955195962973651 -0.17533107125232952
hotel_0_00184 0 1 2 0.09955195962973651 0.09016583702233473
hotel_0_00184 0 1 3 0.09955195962973651 0.14010079662975558
hotel_0_00184 0 1 4 0.09955195962973651 -0.17533107125232952
hotel_0_00185 0 1 2 0.09955195962973651 0.09016583702233473
hotel_0_00185 0 1 3 0.09955195962973651 0.14010079662975558
hotel_0_00185 0 1 4 0.09955195962973651 -0.17533107125232952
hotel_0_00190 0 1 2 0.09382714946994855 0.08340691381356344
hotel_0_00190 0 1 3 0.09382714946994855 0.12845981349841498
hotel_0_00190 0 1 4 0.09382714946994855 -0.15138466538875056
hotel_0_00191 0 1 2 0.09382714946994855 0.08340691381356344
hotel_0_00191 0 1 3 0.09382714946994855 0.12845981349841498
hotel_0_00191 0 1 4 0.09382714946994855 -0.15138466538875056
hotel_0_00192 0 1 2 0.09382714946994855 0.08340691381356344
hotel_0_00192 0 1 3 0.09382714946994855 0.12845981349841498
hotel_0_00192 0 1 4 0.09382714946994855 -0.15138466538875056
hotel_0_00193 0 1 2 0.09382714946994855 0.08340691381356344
hotel_0_00193 0 1 3 0.09382714946994855 0.12845981349841498
hotel_0_00193 0 1 4 0.09382714946994855 -0.15138466538875056
hotel_0_00194 0 1 2 0.09382714946994855 0.08340691381356344
hotel_0_00194 0 1 3 0.09382714946994855 0.12845981349841498
hotel_0_00194 0 1 4 0.09382714946994855 -0.15138466538875056
hotel_0_00195 0 1 2 0.09382714946994855 0.08340691381356344
hotel_0_00195 0 1 3 0.09382714946994855 0.12845981349841498
hotel_0_00195 0 1 4 0.09382714946994855 -0.15138466538875056
hotel_0_00200 0 1 2 0.11337561166296531 0.036442266747171714
hotel_0_00200 0 1 3 0.11337561166296531 0.16236981073229584
hotel_0_00200 0 1 4 0.11337561166296531 -0.15948810831272459
hotel_0_00201 0 1 2 0.11337561166296531 0.036442266747171714
hotel_0_00201 0 1 3 0.11337561166296531 0.16236981073229584
hotel_0_00201 0 1 4 0.11337561166296531 -0.15948810831272459
hotel_0_00202 0 1 2 0.11337561166296531 0.036442266747171714
hotel_0_00202 0 1 3 0.11337561166296531 0.16236981073229584
hotel_0_00202 0 1 4 0.11337561166296531 -0.15948810831272459
hotel_0_00203 0 1 2 0.11337561166296531 0.036442266747171714
hotel_0_00203 0 1 3 0.11337561166296531 0.16236981073229584
hotel_0_00203 0 1 4 0.11337561166296531 -0.15948810831272459
hotel_0_00204 0 1 2 0.11337561166296531 0.036442266747171714
hotel_0_00204 0 1 3 0.11337561166296531 0.16236981073229584
hotel_0_00204 0 1 4 0.11337561166296531 -0.15948810831272459
hotel_0_00205 0 1 2 0.11337561166296531 0.036442266747171714
hotel_0_00205 0 1 3 0.11337561166296531 0.16236981073229584
hotel_0_00205 0 1 4 0.11337561166296531 -0.15948810831272459
hotel_0_00210 0 1 2 0.07598970009384347 0.06549668557847331
hotel_0_00210 0 1 3 0.07598970009384347 0.16732641767579715
hotel_0_00210 0 1 4 0.07598970009384347 -0.10126138258152298
hotel_0_00211 0 1 2 0.07598970009384347 0.06549668557847331
hotel_0_00211 0 1 3 0.07598970009384347 0.16732641767579715
hotel_0_00211 0 1 4 0.07598970009384347 -0.10126138258152298
hotel_0_00212 0 1 2 0.07598970009384347 0.06549668557847331
hotel_0_00212 0 1 3 0.07598970009384347 0.16732641767579715
hotel_0_00212 0 1 4 0.07598970009384347 -0.10126138258152298
hotel_0_00213 0 1 2 0.07598970009384347 0.06549668557847331
hotel_0_00213 0 1 3 0.07598970009384347 0.16732641767579715
hotel_0_00213 0 1 4 0.07598970009384347 -0.10126138258152298
hotel_0_00214 0 1 2 0.07598970009384347 0.06549668557847331
hotel_0_00214 0 1 3 0.07598970009384347 0.16732641767579715
hotel_0_00214 0 1 4 0.07598970009384347 -0.10126138258152298
hotel_0_00215 0 1 2 0.07598970009384347 0.06549668557847331
hotel_0_00215 0 1 3 0.07598970009384347 0.16732641767579715
hotel_0_00215 0 1 4 0.07598970009384347 -0.10126138258152298
hotel_0_00220 0 1 2 0.10017617539915027 0.0563121674992976
hotel_0_00220 0 1 3 0.10017617539915027 0.15881182889625078
hotel_0_00220 0 1 4 0.10017617539915027 -0.17410990699670786
hotel_0_00221 0 1 2 0.10017617539915027 0.0563121674992976
hotel_0_00221 0 1 3 0.10017617539915027 0.15881182889625078
hotel_0_00221 0 1 4 0.10017617539915027 -0.17410990699670786
hotel_0_00222 0 1 2 0.10017617539915027 0.0563121674992976
hotel_0_00222 0 1 3 0.10017617539915027 0.15881182889625078
hotel_0_00222 0 1 4 0.10017617539915027 -0.17410990699670786
hotel_0_00223 0 1 2 0.10017617539915027 0.0563121674992976
hotel_0_00223 0 1 3 0.10017617539915027 0.15881182889625078
hotel_0_00223 0 1 4 0.10017617539915027 -0.17410990699670786
hotel_0_00224 0 1 2 0.10017617539915027 0.0563121674992976
hotel_0_00224 0 1 3 0.10017617539915027 0.15881182889625078
hotel_0_00224 0 1 4 0.10017617539915027 -0.17410990699670786
hotel_0_00225 0 1 2 0.10017617539915027 0.0563121674992976
hotel_0_00225 0 1 3 0.10017617539915027 0.15881182889625078
hotel_0_00225 0 1 4 0.10017617539915027 -0.17410990699670786
hotel_0_00230 0 1 2 0.05149924551496379 0.034130693971576385
hotel_0_00230 0 1 3 0.05149924551496379 0.14538263249967487
hotel_0_00230 0 1 4 0.05149924551496379 -0.14697803064123616
hotel_0_00231 0 1 2 0.05149924551496379 0.034130693971576385
hotel_0_00231 0 1 3 0.05149924551496379 0.14538263249967487
